('algorithm', 'FedTwin')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', False)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
[0.9586777091026306, 0.9041095972061157, 0.9782082438468933, 0.9775641560554504, 0.9469387531280518, 0.9716231822967529, 0.9602888226509094, 0.9780380129814148, 0.9870129823684692, 0.9777778387069702, 0.947692334651947, 0.9735182523727417, 0.9788867235183716, 0.9838710427284241, 0.9833794832229614, 0.9753086566925049, 0.9691358208656311, 0.9587301015853882, 0.937269389629364, 0.9683794379234314, 0.9688888788223267, 0.9171270728111267, 0.9349112510681152, 0.9678362011909485, 0.9795222282409668, 0.9465020895004272, 0.9545454382896423, 0.9800995588302612, 0.9732047319412231, 0.9519650340080261, 0.9702602028846741, 0.9900332093238831, 0.9782293438911438, 0.9770774245262146, 0.9702970385551453, 0.9411765336990356, 0.8945147395133972, 0.9701492786407471, 0.9803921580314636, 0.9517241716384888, 0.9863013625144958, 0.9625246524810791, 0.96875, 0.9797421097755432, 0.9765012860298157, 0.9807407259941101, 0.9846153855323792, 0.968181848526001, 0.9745222926139832, 0.9771863222122192, 0.9689922332763672, 0.9760765433311462, 0.9608938097953796, 0.9830508828163147, 0.974117636680603, 0.9717223048210144, 0.957198441028595, 0.9729729890823364, 0.9789029359817505, 0.9815303087234497, 0.9421488046646118, 0.9545454382896423, 0.9718310236930847, 0.963855504989624, 0.9152542352676392, 0.8993289470672607, 0.9655172824859619, 0.982107400894165, 0.8942307829856873, 0.9707316756248474, 0.9385474920272827, 0.9716312289237976, 0.9805447459220886, 0.9450548887252808, 0.9918698668479919, 0.9486166834831238, 0.9780645370483398, 0.982062816619873, 0.9698795080184937, 0.9333332777023315, 0.9670329689979553, 0.970099687576294, 0.8837209343910217, 0.9816700220108032, 0.9720853567123413, 0.9775280952453613, 0.9636803865432739, 0.910891056060791, 0.977319598197937, 0.9669902324676514, 0.9595015645027161, 0.9828392863273621, 0.9778761267662048, 0.9384615421295166, 0.990990936756134, 0.9078947305679321, 0.9370078444480896, 0.9511111378669739, 0.9776951670646667, 0.978723406791687]
time : 8993.456106901169
('algorithm', 'FedTwin')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', False)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
('device', device(type='cuda', index=0))
Client 0, noise level: 0.8484 (0.7635), real noise ratio: 0.7560
Client 1, noise level: 0.9815 (0.8834), real noise ratio: 0.8836
Client 2, noise level: 0.6389 (0.5750), real noise ratio: 0.5859
Client 3, noise level: 0.6168 (0.5551), real noise ratio: 0.5282
Client 4, noise level: 0.9228 (0.8306), real noise ratio: 0.8376
Client 5, noise level: 0.6121 (0.5509), real noise ratio: 0.5354
Client 6, noise level: 0.8445 (0.7600), real noise ratio: 0.7468
Client 7, noise level: 0.5767 (0.5191), real noise ratio: 0.4941
Client 8, noise level: 0.6018 (0.5416), real noise ratio: 0.5693
Client 9, noise level: 0.5338 (0.4804), real noise ratio: 0.4698
Client 10, noise level: 0.8747 (0.7873), real noise ratio: 0.7910
Client 11, noise level: 0.5900 (0.5310), real noise ratio: 0.5223
Client 12, noise level: 0.5621 (0.5059), real noise ratio: 0.5229
Client 13, noise level: 0.6124 (0.5512), real noise ratio: 0.5098
Client 14, noise level: 0.6397 (0.5758), real noise ratio: 0.5687
Client 15, noise level: 0.5169 (0.4652), real noise ratio: 0.4687
Client 16, noise level: 0.6272 (0.5645), real noise ratio: 0.5382
Client 17, noise level: 0.8344 (0.7510), real noise ratio: 0.7437
Client 18, noise level: 0.8800 (0.7920), real noise ratio: 0.8122
Client 19, noise level: 0.6130 (0.5517), real noise ratio: 0.5450
Client 20, noise level: 0.8059 (0.7253), real noise ratio: 0.7477
Client 21, noise level: 0.9561 (0.8605), real noise ratio: 0.8850
Client 22, noise level: 0.7708 (0.6937), real noise ratio: 0.7213
Client 23, noise level: 0.6870 (0.6183), real noise ratio: 0.6038
Client 24, noise level: 0.5066 (0.4559), real noise ratio: 0.4389
Client 25, noise level: 0.9147 (0.8232), real noise ratio: 0.8302
Client 26, noise level: 0.9083 (0.8175), real noise ratio: 0.8270
Client 27, noise level: 0.5399 (0.4859), real noise ratio: 0.4742
Client 28, noise level: 0.5858 (0.5273), real noise ratio: 0.5407
Client 29, noise level: 0.9191 (0.8272), real noise ratio: 0.8395
Client 30, noise level: 0.7821 (0.7039), real noise ratio: 0.7004
Client 31, noise level: 0.6749 (0.6074), real noise ratio: 0.6164
Client 32, noise level: 0.5725 (0.5153), real noise ratio: 0.5022
Client 33, noise level: 0.5493 (0.4943), real noise ratio: 0.5014
Client 34, noise level: 0.7801 (0.7021), real noise ratio: 0.6947
Client 35, noise level: 0.8550 (0.7695), real noise ratio: 0.7844
Client 36, noise level: 0.9754 (0.8779), real noise ratio: 0.8818
Client 37, noise level: 0.8740 (0.7866), real noise ratio: 0.7907
Client 38, noise level: 0.6861 (0.6175), real noise ratio: 0.6518
Client 39, noise level: 0.8792 (0.7913), real noise ratio: 0.7873
Client 40, noise level: 0.5355 (0.4820), real noise ratio: 0.4785
Client 41, noise level: 0.8109 (0.7298), real noise ratio: 0.7151
Client 42, noise level: 0.8604 (0.7743), real noise ratio: 0.7760
Client 43, noise level: 0.5209 (0.4688), real noise ratio: 0.4627
Client 44, noise level: 0.6976 (0.6279), real noise ratio: 0.6729
Client 45, noise level: 0.5807 (0.5226), real noise ratio: 0.5331
Client 46, noise level: 0.6380 (0.5742), real noise ratio: 0.5643
Client 47, noise level: 0.6133 (0.5519), real noise ratio: 0.5399
Client 48, noise level: 0.6523 (0.5871), real noise ratio: 0.5671
Client 49, noise level: 0.5681 (0.5113), real noise ratio: 0.4913
Client 50, noise level: 0.8471 (0.7624), real noise ratio: 0.7598
Client 51, noise level: 0.5264 (0.4738), real noise ratio: 0.4834
Client 52, noise level: 0.7907 (0.7116), real noise ratio: 0.6959
Client 53, noise level: 0.5899 (0.5309), real noise ratio: 0.5084
Client 54, noise level: 0.7533 (0.6780), real noise ratio: 0.6698
Client 55, noise level: 0.6408 (0.5767), real noise ratio: 0.5928
Client 56, noise level: 0.6850 (0.6165), real noise ratio: 0.6271
Client 57, noise level: 0.7523 (0.6770), real noise ratio: 0.7048
Client 58, noise level: 0.5612 (0.5050), real noise ratio: 0.4621
Client 59, noise level: 0.5653 (0.5088), real noise ratio: 0.5422
Client 60, noise level: 0.9222 (0.8300), real noise ratio: 0.8401
Client 61, noise level: 0.6961 (0.6265), real noise ratio: 0.6476
Client 62, noise level: 0.5848 (0.5263), real noise ratio: 0.5178
Client 63, noise level: 0.9006 (0.8105), real noise ratio: 0.8043
Client 64, noise level: 0.9551 (0.8596), real noise ratio: 0.8548
Client 65, noise level: 0.9148 (0.8233), real noise ratio: 0.8341
Client 66, noise level: 0.8570 (0.7713), real noise ratio: 0.7561
Client 67, noise level: 0.5497 (0.4947), real noise ratio: 0.5049
Client 68, noise level: 0.9567 (0.8610), real noise ratio: 0.8659
Client 69, noise level: 0.7890 (0.7101), real noise ratio: 0.6973
Client 70, noise level: 0.9501 (0.8551), real noise ratio: 0.8671
Client 71, noise level: 0.7818 (0.7036), real noise ratio: 0.7149
Client 72, noise level: 0.5049 (0.4544), real noise ratio: 0.4590
Client 73, noise level: 0.9971 (0.8974), real noise ratio: 0.8942
Client 74, noise level: 0.5662 (0.5096), real noise ratio: 0.5356
Client 75, noise level: 0.8463 (0.7617), real noise ratio: 0.7688
Client 76, noise level: 0.6671 (0.6004), real noise ratio: 0.5550
Client 77, noise level: 0.5901 (0.5311), real noise ratio: 0.5161
Client 78, noise level: 0.5703 (0.5133), real noise ratio: 0.5427
Client 79, noise level: 0.8346 (0.7512), real noise ratio: 0.7432
Client 80, noise level: 0.6519 (0.5867), real noise ratio: 0.6231
Client 81, noise level: 0.8068 (0.7261), real noise ratio: 0.7030
Client 82, noise level: 0.9678 (0.8710), real noise ratio: 0.8990
Client 83, noise level: 0.6015 (0.5413), real noise ratio: 0.5333
Client 84, noise level: 0.5598 (0.5038), real noise ratio: 0.4892
Client 85, noise level: 0.6961 (0.6265), real noise ratio: 0.6347
Client 86, noise level: 0.8473 (0.7625), real noise ratio: 0.7667
Client 87, noise level: 0.9725 (0.8752), real noise ratio: 0.8649
Client 88, noise level: 0.5817 (0.5235), real noise ratio: 0.5187
Client 89, noise level: 0.7294 (0.6564), real noise ratio: 0.6343
Client 90, noise level: 0.6394 (0.5755), real noise ratio: 0.5640
Client 91, noise level: 0.6023 (0.5421), real noise ratio: 0.5223
Client 92, noise level: 0.6542 (0.5888), real noise ratio: 0.5620
Client 93, noise level: 0.8978 (0.8080), real noise ratio: 0.8160
Client 94, noise level: 0.5464 (0.4918), real noise ratio: 0.4641
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.8136
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8161
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7565
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.6003
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5380
Rounds 0 early training:
Round 0 train loss  2.2400
Round 0 global test acc  23.4200 

Rounds 1 early training:
Round 1 train loss  2.2066
Round 1 global test acc  18.3300 

Rounds 2 early training:
Round 2 train loss  2.0043
Round 2 global test acc  11.3500 

Rounds 3 early training:
Round 3 train loss  1.5307
Round 3 global test acc  12.2400 

Rounds 4 early training:
Round 4 train loss  1.0585
Round 4 global test acc  11.3500 

Rounds 5 early training:
Round 5 train loss  0.6028
Round 5 global test acc  11.3500 

Rounds 6 early training:
Round 6 train loss  -0.2347
Round 6 global test acc  11.3500 

Rounds 7 early training:
Round 7 train loss  -2.3024
Round 7 global test acc  20.1800 

Rounds 8 early training:
Round 8 train loss  -4.7085
Round 8 global test acc  51.7600 

Rounds 9 early training:
Round 9 train loss  -6.0852
Round 9 global test acc  39.3500 

Rounds 10 early training:
Round 10 train loss  -8.5861
Round 10 global test acc  47.1200 

Rounds 11 filter noisy data:
Round 11 train loss  -25.6740
Round 11 global test acc  49.7900 

Rounds 12 filter noisy data:
Round 12 train loss  -27.8535
Round 12 global test acc  79.3300 

Rounds 13 filter noisy data:
Round 13 train loss  -28.5548
Round 13 global test acc  81.3800 

Rounds 14 filter noisy data:
Round 14 train loss  -28.9715
Round 14 global test acc  79.4500 

Rounds 15 filter noisy data:
Round 15 train loss  -29.3198
Round 15 global test acc  84.5500 

Rounds 16 filter noisy data:
Round 16 train loss  -29.6117
Round 16 global test acc  85.1200 

Rounds 17 filter noisy data:
Round 17 train loss  -30.6232
Round 17 global test acc  86.3200 

Rounds 18 filter noisy data:
Round 18 train loss  -28.3193
Round 18 global test acc  85.0400 

Rounds 19 filter noisy data:
Round 19 train loss  -30.0400
Round 19 global test acc  87.1400 

Rounds 20 filter noisy data:
Round 20 train loss  -30.3118
Round 20 global test acc  87.0700 

Rounds 21 filter noisy data:
Round 21 train loss  -29.9861
Round 21 global test acc  90.0500 

Rounds 22 filter noisy data:
Round 22 train loss  -30.4712
Round 22 global test acc  89.0800 

Rounds 23 filter noisy data:
Round 23 train loss  -30.5130
Round 23 global test acc  89.9100 

Rounds 24 filter noisy data:
Round 24 train loss  -30.1061
Round 24 global test acc  89.6600 

Rounds 25 filter noisy data:
Round 25 train loss  -30.3131
Round 25 global test acc  84.6400 

Rounds 26 filter noisy data:
Round 26 train loss  -30.3939
Round 26 global test acc  91.4500 

Rounds 27 filter noisy data:
Round 27 train loss  -30.1686
Round 27 global test acc  89.3000 

Rounds 28 filter noisy data:
Round 28 train loss  -31.0132
Round 28 global test acc  90.1100 

Rounds 29 filter noisy data:
Round 29 train loss  -30.0766
Round 29 global test acc  89.7700 

Rounds 30 filter noisy data:
Round 30 train loss  -29.4982
Round 30 global test acc  87.1000 

Rounds 31 filter noisy data:
Round 31 train loss  -30.0002
Round 31 global test acc  90.0100 

Rounds 32 filter noisy data:
Round 32 train loss  -31.3861
Round 32 global test acc  91.3300 

Rounds 33 filter noisy data:
Round 33 train loss  -30.3547
Round 33 global test acc  88.9700 

Rounds 34 filter noisy data:
Round 34 train loss  -30.6063
Round 34 global test acc  91.1900 

Rounds 35 filter noisy data:
Round 35 train loss  -30.8616
Round 35 global test acc  91.7300 

Rounds 36 filter noisy data:
Round 36 train loss  -30.2869
Round 36 global test acc  92.2800 

Rounds 37 filter noisy data:
Round 37 train loss  -30.1724
Round 37 global test acc  89.5600 

Rounds 38 filter noisy data:
Round 38 train loss  -30.8067
Round 38 global test acc  92.5000 

Rounds 39 filter noisy data:
Round 39 train loss  -31.6472
Round 39 global test acc  92.9800 

Rounds 40 filter noisy data:
Round 40 train loss  -30.7677
Round 40 global test acc  92.1500 

Rounds 41 filter noisy data:
Round 41 train loss  -29.9337
Round 41 global test acc  92.9200 

Rounds 42 filter noisy data:
Round 42 train loss  -30.4926
Round 42 global test acc  93.0100 

Rounds 43 filter noisy data:
Round 43 train loss  -30.7075
Round 43 global test acc  93.5900 

Rounds 44 filter noisy data:
Round 44 train loss  -31.2292
Round 44 global test acc  93.6200 

Rounds 45 filter noisy data:
Round 45 train loss  -30.8963
Round 45 global test acc  93.0000 

Rounds 46 filter noisy data:
Round 46 train loss  -30.7338
Round 46 global test acc  93.7200 

Rounds 47 filter noisy data:
Round 47 train loss  -29.8744
Round 47 global test acc  92.6700 

Rounds 48 filter noisy data:
Round 48 train loss  -31.0885
Round 48 global test acc  93.8900 

Rounds 49 filter noisy data:
Round 49 train loss  -31.6509
Round 49 global test acc  93.6500 

Rounds 50 filter noisy data:
Round 50 train loss  -30.9970
Round 50 global test acc  94.2600 

Rounds 51 filter noisy data:
Round 51 train loss  -31.4022
Round 51 global test acc  93.2400 

Rounds 52 filter noisy data:
Round 52 train loss  -30.4124
Round 52 global test acc  92.6500 

Rounds 53 filter noisy data:
Round 53 train loss  -31.6339
Round 53 global test acc  94.2300 

Rounds 54 filter noisy data:
Round 54 train loss  -31.5614
Round 54 global test acc  93.9200 

Rounds 55 filter noisy data:
Round 55 train loss  -30.9708
Round 55 global test acc  94.3200 

Rounds 56 filter noisy data:
Round 56 train loss  -30.9952
Round 56 global test acc  94.1400 

Rounds 57 filter noisy data:
Round 57 train loss  -31.1291
Round 57 global test acc  94.0200 

Rounds 58 filter noisy data:
Round 58 train loss  -30.8363
Round 58 global test acc  92.5500 

Rounds 59 filter noisy data:
Round 59 train loss  -30.7039
Round 59 global test acc  93.4500 

Rounds 60 filter noisy data:
Round 60 train loss  -30.4085
Round 60 global test acc  93.1000 

Rounds 61 filter noisy data:
Round 61 train loss  -30.2059
Round 61 global test acc  92.9100 

Rounds 62 filter noisy data:
Round 62 train loss  -30.6224
Round 62 global test acc  94.1500 

Rounds 63 filter noisy data:
Round 63 train loss  -30.6823
Round 63 global test acc  93.6200 

Rounds 64 filter noisy data:
Round 64 train loss  -30.8519
Round 64 global test acc  94.2600 

Rounds 65 filter noisy data:
Round 65 train loss  -30.9515
Round 65 global test acc  93.7300 

Rounds 66 filter noisy data:
Round 66 train loss  -31.2482
Round 66 global test acc  93.9500 

Rounds 67 filter noisy data:
Round 67 train loss  -31.4788
Round 67 global test acc  94.0700 

Rounds 68 filter noisy data:
Round 68 train loss  -31.2505
Round 68 global test acc  94.8600 

Rounds 69 filter noisy data:
Round 69 train loss  -31.5761
Round 69 global test acc  95.0000 

Rounds 70 filter noisy data:
Round 70 train loss  -31.8038
Round 70 global test acc  94.8900 

Rounds 71 filter noisy data:
Round 71 train loss  -31.4166
Round 71 global test acc  94.9000 

Rounds 72 filter noisy data:
Round 72 train loss  -31.2662
Round 72 global test acc  94.4800 

Rounds 73 filter noisy data:
Round 73 train loss  -31.4082
Round 73 global test acc  95.0600 

Rounds 74 filter noisy data:
Round 74 train loss  -31.7552
Round 74 global test acc  95.1100 

Rounds 75 filter noisy data:
Round 75 train loss  -31.7073
Round 75 global test acc  94.6500 

Rounds 76 filter noisy data:
Round 76 train loss  -30.6189
Round 76 global test acc  94.5900 

Rounds 77 filter noisy data:
Round 77 train loss  -31.5759
Round 77 global test acc  94.5900 

Rounds 78 filter noisy data:
Round 78 train loss  -31.0402
Round 78 global test acc  94.1400 

Rounds 79 filter noisy data:
Round 79 train loss  -31.1029
Round 79 global test acc  94.1700 

Rounds 80 filter noisy data:
Round 80 train loss  -31.5337
Round 80 global test acc  94.8600 

Rounds 81 filter noisy data:
Round 81 train loss  -31.3439
Round 81 global test acc  94.5400 

Rounds 82 filter noisy data:
Round 82 train loss  -31.0655
Round 82 global test acc  94.9000 

Rounds 83 filter noisy data:
Round 83 train loss  -30.6243
Round 83 global test acc  93.7400 

Rounds 84 filter noisy data:
Round 84 train loss  -31.5056
Round 84 global test acc  95.2700 

Rounds 85 filter noisy data:
Round 85 train loss  -29.6947
Round 85 global test acc  92.1500 

Rounds 86 filter noisy data:
Round 86 train loss  -31.1950
Round 86 global test acc  94.4100 

Rounds 87 filter noisy data:
Round 87 train loss  -31.6009
Round 87 global test acc  94.7300 

Rounds 88 filter noisy data:
Round 88 train loss  -31.5614
Round 88 global test acc  94.6900 

Rounds 89 filter noisy data:
Round 89 train loss  -30.9423
Round 89 global test acc  94.0200 

Rounds 90 filter noisy data:
Round 90 train loss  -30.7399
Round 90 global test acc  94.6600 

Rounds 91 filter noisy data:
Round 91 train loss  -30.9021
Round 91 global test acc  94.1700 

Rounds 92 filter noisy data:
Round 92 train loss  -32.0179
Round 92 global test acc  94.8400 

Rounds 93 filter noisy data:
Round 93 train loss  -30.4721
Round 93 global test acc  94.2900 

Rounds 94 filter noisy data:
Round 94 train loss  -31.1853
Round 94 global test acc  95.2400 

Rounds 95 filter noisy data:
Round 95 train loss  -30.3712
Round 95 global test acc  93.4600 

Rounds 96 filter noisy data:
Round 96 train loss  -30.9675
Round 96 global test acc  95.0900 

Rounds 97 filter noisy data:
Round 97 train loss  -30.9677
Round 97 global test acc  95.2700 

Rounds 98 filter noisy data:
Round 98 train loss  -31.6388
Round 98 global test acc  94.7700 

Rounds 99 filter noisy data:
Round 99 train loss  -30.6124
Round 99 global test acc  95.3900 

Rounds 100 filter noisy data:
Round 100 train loss  -31.5850
Round 100 global test acc  95.1200 

Rounds 101 filter noisy data:
Round 101 train loss  -32.0509
Round 101 global test acc  95.3900 

Rounds 102 filter noisy data:
Round 102 train loss  -31.7172
Round 102 global test acc  95.4400 

Rounds 103 filter noisy data:
Round 103 train loss  -31.9442
Round 103 global test acc  95.5400 

Rounds 104 filter noisy data:
Round 104 train loss  -31.9876
Round 104 global test acc  95.5700 

Rounds 105 filter noisy data:
Round 105 train loss  -31.8015
Round 105 global test acc  95.5000 

Rounds 106 filter noisy data:
Round 106 train loss  -31.9503
Round 106 global test acc  95.6100 

Rounds 107 filter noisy data:
Round 107 train loss  -31.4569
Round 107 global test acc  95.5900 

Rounds 108 filter noisy data:
Round 108 train loss  -31.5595
Round 108 global test acc  95.6400 

Rounds 109 filter noisy data:
Round 109 train loss  -31.7852
Round 109 global test acc  95.6000 

Rounds 110 filter noisy data:
Round 110 train loss  -31.8686
Round 110 global test acc  95.7700 

Rounds 111 filter noisy data:
Round 111 train loss  -31.9453
Round 111 global test acc  95.8400 

Rounds 112 filter noisy data:
Round 112 train loss  -31.9036
Round 112 global test acc  95.7700 

Rounds 113 filter noisy data:
Round 113 train loss  -31.9567
Round 113 global test acc  95.7200 

Rounds 114 filter noisy data:
Round 114 train loss  -31.9794
Round 114 global test acc  95.8300 

Rounds 115 filter noisy data:
Round 115 train loss  -31.6417
Round 115 global test acc  95.8700 

Rounds 116 filter noisy data:
Round 116 train loss  -31.9888
Round 116 global test acc  95.8300 

Rounds 117 filter noisy data:
Round 117 train loss  -32.1664
Round 117 global test acc  95.7400 

Rounds 118 filter noisy data:
Round 118 train loss  -32.0646
Round 118 global test acc  95.8400 

Rounds 119 filter noisy data:
Round 119 train loss  -31.6955
Round 119 global test acc  95.8100 

Rounds 120 filter noisy data:
Round 120 train loss  -31.7106
Round 120 global test acc  95.7000 

Rounds 121 filter noisy data:
Round 121 train loss  -31.7893
Round 121 global test acc  95.8100 

Rounds 122 filter noisy data:
Round 122 train loss  -31.7598
Round 122 global test acc  95.8700 

Rounds 123 filter noisy data:
Round 123 train loss  -31.9437
Round 123 global test acc  96.0500 

Rounds 124 filter noisy data:
Round 124 train loss  -32.0629
Round 124 global test acc  96.0000 

Rounds 125 filter noisy data:
Round 125 train loss  -31.7818
Round 125 global test acc  95.8200 

Rounds 126 filter noisy data:
Round 126 train loss  -31.9259
Round 126 global test acc  95.7000 

Rounds 127 filter noisy data:
Round 127 train loss  -32.0815
Round 127 global test acc  95.6900 

Rounds 128 filter noisy data:
Round 128 train loss  -31.8890
Round 128 global test acc  95.7600 

Rounds 129 filter noisy data:
Round 129 train loss  -32.0624
Round 129 global test acc  95.9500 

Rounds 130 filter noisy data:
Round 130 train loss  -31.7877
Round 130 global test acc  96.0400 

Rounds 131 filter noisy data:
Round 131 train loss  -32.0451
Round 131 global test acc  96.0200 

Rounds 132 filter noisy data:
Round 132 train loss  -31.6761
Round 132 global test acc  95.7600 

Rounds 133 filter noisy data:
Round 133 train loss  -32.0316
Round 133 global test acc  95.8700 

Rounds 134 filter noisy data:
Round 134 train loss  -31.4954
Round 134 global test acc  95.6700 

Rounds 135 filter noisy data:
Round 135 train loss  -32.3300
Round 135 global test acc  95.8000 

Rounds 136 filter noisy data:
Round 136 train loss  -32.2039
Round 136 global test acc  95.7900 

Rounds 137 filter noisy data:
Round 137 train loss  -32.0543
Round 137 global test acc  95.5800 

Rounds 138 filter noisy data:
Round 138 train loss  -32.1824
Round 138 global test acc  95.7000 

Rounds 139 filter noisy data:
Round 139 train loss  -31.9924
Round 139 global test acc  95.6500 

Rounds 140 filter noisy data:
Round 140 train loss  -32.1620
Round 140 global test acc  95.9700 

Rounds 141 filter noisy data:
Round 141 train loss  -32.0447
Round 141 global test acc  95.7000 

Rounds 142 filter noisy data:
Round 142 train loss  -32.0022
Round 142 global test acc  95.6300 

Rounds 143 filter noisy data:
Round 143 train loss  -32.0823
Round 143 global test acc  95.7500 

Rounds 144 filter noisy data:
Round 144 train loss  -32.1564
Round 144 global test acc  95.8400 

Rounds 145 filter noisy data:
Round 145 train loss  -32.0006
Round 145 global test acc  96.0800 

Rounds 146 filter noisy data:
Round 146 train loss  -31.8447
Round 146 global test acc  95.8700 

Rounds 147 filter noisy data:
Round 147 train loss  -32.3486
Round 147 global test acc  95.8700 

Rounds 148 filter noisy data:
Round 148 train loss  -31.9818
Round 148 global test acc  95.8600 

Rounds 149 filter noisy data:
Round 149 train loss  -32.0693
Round 149 global test acc  95.7100 

Rounds 150 filter noisy data:
Round 150 train loss  -32.2809
Round 150 global test acc  95.7800 

Rounds 151 filter noisy data:
Round 151 train loss  -31.9465
Round 151 global test acc  95.9400 

Rounds 152 filter noisy data:
Round 152 train loss  -32.1757
Round 152 global test acc  95.8700 

Rounds 153 filter noisy data:
Round 153 train loss  -32.0080
Round 153 global test acc  95.9300 

Rounds 154 filter noisy data:
Round 154 train loss  -32.0500
Round 154 global test acc  95.8100 

Rounds 155 filter noisy data:
Round 155 train loss  -32.1381
Round 155 global test acc  96.0500 

Rounds 156 filter noisy data:
Round 156 train loss  -32.2191
Round 156 global test acc  95.9400 

Rounds 157 filter noisy data:
Round 157 train loss  -32.0362
Round 157 global test acc  95.8800 

Rounds 158 filter noisy data:
Round 158 train loss  -32.0818
Round 158 global test acc  95.7600 

Rounds 159 filter noisy data:
Round 159 train loss  -31.8403
Round 159 global test acc  95.7700 

Rounds 160 filter noisy data:
Round 160 train loss  -31.9842
Round 160 global test acc  95.7900 

Rounds 161 filter noisy data:
Round 161 train loss  -32.1608
Round 161 global test acc  95.8700 

Rounds 162 filter noisy data:
Round 162 train loss  -32.0918
Round 162 global test acc  95.9200 

Rounds 163 filter noisy data:
Round 163 train loss  -32.1948
Round 163 global test acc  96.1200 

Rounds 164 filter noisy data:
Round 164 train loss  -32.0360
Round 164 global test acc  95.9400 

Rounds 165 filter noisy data:
Round 165 train loss  -32.1943
Round 165 global test acc  96.1500 

Rounds 166 filter noisy data:
Round 166 train loss  -31.7742
Round 166 global test acc  96.4100 

Rounds 167 filter noisy data:
Round 167 train loss  -31.8197
Round 167 global test acc  96.2400 

Rounds 168 filter noisy data:
Round 168 train loss  -31.9210
Round 168 global test acc  96.3800 

Rounds 169 filter noisy data:
Round 169 train loss  -32.2784
Round 169 global test acc  96.1700 

Rounds 170 filter noisy data:
Round 170 train loss  -32.2040
Round 170 global test acc  96.2700 

Rounds 171 filter noisy data:
Round 171 train loss  -32.3350
Round 171 global test acc  96.2200 

Rounds 172 filter noisy data:
Round 172 train loss  -32.3416
Round 172 global test acc  96.2200 

Rounds 173 filter noisy data:
Round 173 train loss  -32.4848
Round 173 global test acc  96.2800 

Rounds 174 filter noisy data:
Round 174 train loss  -32.2600
Round 174 global test acc  96.3200 

Rounds 175 filter noisy data:
Round 175 train loss  -32.3347
Round 175 global test acc  96.2200 

Rounds 176 filter noisy data:
Round 176 train loss  -32.4030
Round 176 global test acc  96.1900 

Rounds 177 filter noisy data:
Round 177 train loss  -32.3020
Round 177 global test acc  96.5100 

Rounds 178 filter noisy data:
Round 178 train loss  -32.0534
Round 178 global test acc  96.4000 

Rounds 179 filter noisy data:
Round 179 train loss  -32.1198
Round 179 global test acc  96.3100 

Rounds 180 filter noisy data:
Round 180 train loss  -32.1784
Round 180 global test acc  96.4100 

Rounds 181 filter noisy data:
Round 181 train loss  -31.8118
Round 181 global test acc  96.3400 

Rounds 182 filter noisy data:
Round 182 train loss  -32.1458
