('algorithm', 'FedTwin')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.3)
('dataset', 'mnist')
('iid', False)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
[0.9604862928390503, 0.8837209343910217, 0.977011501789093, 0.9403254389762878, 0.9130434393882751, 0.9887640476226807, 0.929503858089447, 0.9238845109939575, 0.9913792610168457, 0.9733656048774719, 0.9575757384300232, 0.9759036302566528, 0.9680715203285217, 0.973228394985199, 0.95652174949646, 0.9673640131950378, 0.9643652439117432, 0.9545454382896423, 0.9626168608665466, 0.954751193523407, 0.929440438747406, 0.9651163220405579, 0.9486887454986572, 0.9558233022689819, 0.9879518151283264, 0.8120300769805908, 0.8926553726196289, 0.9672726988792419, 0.9760765433311462, 0.7891156673431396, 1.0, 0.9671458005905151, 0.9411764144897461, 0.9716088175773621, 0.9572649598121643, 0.9603524804115295, 0.6486486196517944, 0.939393937587738, 0.9393063187599182, 0.9722222685813904, 0.9755712747573853, 0.9570200443267822, 0.952380895614624, 0.9820359945297241, 0.9698113203048706, 0.9801979660987854, 0.9788359999656677, 0.9862306118011475, 0.977391242980957, 0.9945946335792542, 0.9511111378669739, 0.9870550632476807, 0.9727626442909241, 0.9848484396934509, 0.9495549201965332, 0.9745223522186279, 0.9837837815284729, 0.9461279511451721, 0.991044819355011, 0.9824562072753906, 0.9629629850387573, 0.9956331253051758, 0.9796556234359741, 0.9876543283462524, 0.9514563083648682, 0.9554139971733093, 0.9610389471054077, 0.9932432770729065, 0.9411764740943909, 0.9841269254684448, 0.9000000953674316, 0.9368029236793518, 0.9690721035003662, 0.9436619877815247, 0.9681528806686401, 0.9777777791023254, 0.9798658490180969, 0.9867110252380371, 0.9633740782737732, 0.9740260243415833, 0.964383602142334, 0.9521828889846802, 0.9411765336990356, 0.9638242721557617, 0.9729729890823364, 0.982698917388916, 0.8876081109046936, 0.8870967626571655, 0.9628179669380188, 0.982332170009613, 0.9596726894378662, 0.9715536236763, 0.9633252024650574, 0.9527559280395508, 0.9705560803413391, 0.9417040348052979, 0.9127516746520996, 0.9478672742843628, 0.9787233471870422, 0.9891892075538635]
time : 10995.105276346207
('algorithm', 'FedTwin')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.5)
('dataset', 'mnist')
('iid', False)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
('device', device(type='cuda', index=1))
Client 0, noise level: 0.8484 (0.7635), real noise ratio: 0.7622
Client 1, noise level: 0.9815 (0.8834), real noise ratio: 0.9146
Client 2, noise level: 0.6389 (0.5750), real noise ratio: 0.5685
Client 3, noise level: 0.6168 (0.5551), real noise ratio: 0.5291
Client 4, noise level: 0.9228 (0.8306), real noise ratio: 0.8280
Client 5, noise level: 0.6121 (0.5509), real noise ratio: 0.5169
Client 6, noise level: 0.8445 (0.7600), real noise ratio: 0.7428
Client 7, noise level: 0.5767 (0.5191), real noise ratio: 0.5263
Client 8, noise level: 0.6018 (0.5416), real noise ratio: 0.5077
Client 9, noise level: 0.5338 (0.4804), real noise ratio: 0.4917
Client 10, noise level: 0.8747 (0.7873), real noise ratio: 0.7912
Client 11, noise level: 0.5900 (0.5310), real noise ratio: 0.5320
Client 12, noise level: 0.5621 (0.5059), real noise ratio: 0.5283
Client 13, noise level: 0.6124 (0.5512), real noise ratio: 0.5409
Client 14, noise level: 0.6397 (0.5758), real noise ratio: 0.5909
Client 15, noise level: 0.5169 (0.4652), real noise ratio: 0.4493
Client 16, noise level: 0.6272 (0.5645), real noise ratio: 0.5718
Client 17, noise level: 0.8344 (0.7510), real noise ratio: 0.7479
Client 18, noise level: 0.8800 (0.7920), real noise ratio: 0.7993
Client 19, noise level: 0.6130 (0.5517), real noise ratio: 0.5489
Client 20, noise level: 0.8059 (0.7253), real noise ratio: 0.7437
Client 21, noise level: 0.9561 (0.8605), real noise ratio: 0.8731
Client 22, noise level: 0.7708 (0.6937), real noise ratio: 0.7105
Client 23, noise level: 0.6870 (0.6183), real noise ratio: 0.6296
Client 24, noise level: 0.5066 (0.4559), real noise ratio: 0.4494
Client 25, noise level: 0.9147 (0.8232), real noise ratio: 0.8264
Client 26, noise level: 0.9083 (0.8175), real noise ratio: 0.8031
Client 27, noise level: 0.5399 (0.4859), real noise ratio: 0.4731
Client 28, noise level: 0.5858 (0.5273), real noise ratio: 0.5309
Client 29, noise level: 0.9191 (0.8272), real noise ratio: 0.8255
Client 30, noise level: 0.7821 (0.7039), real noise ratio: 0.7163
Client 31, noise level: 0.6749 (0.6074), real noise ratio: 0.6107
Client 32, noise level: 0.5725 (0.5153), real noise ratio: 0.5481
Client 33, noise level: 0.5493 (0.4943), real noise ratio: 0.4519
Client 34, noise level: 0.7801 (0.7021), real noise ratio: 0.6620
Client 35, noise level: 0.8550 (0.7695), real noise ratio: 0.7981
Client 36, noise level: 0.9754 (0.8779), real noise ratio: 0.8755
Client 37, noise level: 0.8740 (0.7866), real noise ratio: 0.7905
Client 38, noise level: 0.6861 (0.6175), real noise ratio: 0.6011
Client 39, noise level: 0.8792 (0.7913), real noise ratio: 0.7986
Client 40, noise level: 0.5355 (0.4820), real noise ratio: 0.4811
Client 41, noise level: 0.8109 (0.7298), real noise ratio: 0.7134
Client 42, noise level: 0.8604 (0.7743), real noise ratio: 0.7773
Client 43, noise level: 0.5209 (0.4688), real noise ratio: 0.4968
Client 44, noise level: 0.6976 (0.6279), real noise ratio: 0.6546
Client 45, noise level: 0.5807 (0.5226), real noise ratio: 0.4715
Client 46, noise level: 0.6380 (0.5742), real noise ratio: 0.5481
Client 47, noise level: 0.6133 (0.5519), real noise ratio: 0.5697
Client 48, noise level: 0.6523 (0.5871), real noise ratio: 0.5908
Client 49, noise level: 0.5681 (0.5113), real noise ratio: 0.4918
Client 50, noise level: 0.8471 (0.7624), real noise ratio: 0.7598
Client 51, noise level: 0.5264 (0.4738), real noise ratio: 0.4846
Client 52, noise level: 0.7907 (0.7116), real noise ratio: 0.7219
Client 53, noise level: 0.5899 (0.5309), real noise ratio: 0.5643
Client 54, noise level: 0.7533 (0.6780), real noise ratio: 0.6947
Client 55, noise level: 0.6408 (0.5767), real noise ratio: 0.5791
Client 56, noise level: 0.6850 (0.6165), real noise ratio: 0.5917
Client 57, noise level: 0.7523 (0.6770), real noise ratio: 0.6715
Client 58, noise level: 0.5612 (0.5050), real noise ratio: 0.5310
Client 59, noise level: 0.5653 (0.5088), real noise ratio: 0.5495
Client 60, noise level: 0.9222 (0.8300), real noise ratio: 0.8266
Client 61, noise level: 0.6961 (0.6265), real noise ratio: 0.6424
Client 62, noise level: 0.5848 (0.5263), real noise ratio: 0.5398
Client 63, noise level: 0.9006 (0.8105), real noise ratio: 0.8316
Client 64, noise level: 0.9551 (0.8596), real noise ratio: 0.8336
Client 65, noise level: 0.9148 (0.8233), real noise ratio: 0.8407
Client 66, noise level: 0.8570 (0.7713), real noise ratio: 0.7371
Client 67, noise level: 0.5497 (0.4947), real noise ratio: 0.4597
Client 68, noise level: 0.9567 (0.8610), real noise ratio: 0.8910
Client 69, noise level: 0.7890 (0.7101), real noise ratio: 0.7198
Client 70, noise level: 0.9501 (0.8551), real noise ratio: 0.8404
Client 71, noise level: 0.7818 (0.7036), real noise ratio: 0.6927
Client 72, noise level: 0.5049 (0.4544), real noise ratio: 0.4943
Client 73, noise level: 0.9971 (0.8974), real noise ratio: 0.8933
Client 74, noise level: 0.5662 (0.5096), real noise ratio: 0.5243
Client 75, noise level: 0.8463 (0.7617), real noise ratio: 0.7204
Client 76, noise level: 0.6671 (0.6004), real noise ratio: 0.5972
Client 77, noise level: 0.5901 (0.5311), real noise ratio: 0.5317
Client 78, noise level: 0.5703 (0.5133), real noise ratio: 0.4906
Client 79, noise level: 0.8346 (0.7512), real noise ratio: 0.7384
Client 80, noise level: 0.6519 (0.5867), real noise ratio: 0.5912
Client 81, noise level: 0.8068 (0.7261), real noise ratio: 0.7453
Client 82, noise level: 0.9678 (0.8710), real noise ratio: 0.8519
Client 83, noise level: 0.6015 (0.5413), real noise ratio: 0.5054
Client 84, noise level: 0.5598 (0.5038), real noise ratio: 0.5460
Client 85, noise level: 0.6961 (0.6265), real noise ratio: 0.6575
Client 86, noise level: 0.8473 (0.7625), real noise ratio: 0.7575
Client 87, noise level: 0.9725 (0.8752), real noise ratio: 0.8637
Client 88, noise level: 0.5817 (0.5235), real noise ratio: 0.5145
Client 89, noise level: 0.7294 (0.6564), real noise ratio: 0.6725
Client 90, noise level: 0.6394 (0.5755), real noise ratio: 0.5969
Client 91, noise level: 0.6023 (0.5421), real noise ratio: 0.5253
Client 92, noise level: 0.6542 (0.5888), real noise ratio: 0.5783
Client 93, noise level: 0.8978 (0.8080), real noise ratio: 0.7881
Client 94, noise level: 0.5464 (0.4918), real noise ratio: 0.4579
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.8514
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8193
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7313
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.6106
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5007

Rounds 0 early training:
Round 0 train loss  2.1363
Round 0 global test acc  21.0000 


Rounds 1 early training:
Round 1 train loss  2.2520
Round 1 global test acc  13.6500 


Rounds 2 early training:
Round 2 train loss  1.9666
Round 2 global test acc  11.3500 


Rounds 3 early training:
Round 3 train loss  1.5280
Round 3 global test acc  11.5000 


Rounds 4 early training:
Round 4 train loss  1.0866
Round 4 global test acc  11.3500 


Rounds 5 early training:
Round 5 train loss  0.4923
Round 5 global test acc  24.3200 


Rounds 6 early training:
Round 6 train loss  -1.1993
Round 6 global test acc  22.2800 


Rounds 7 early training:
Round 7 train loss  -2.1865
Round 7 global test acc  19.6600 


Rounds 8 early training:
Round 8 train loss  -3.6821
Round 8 global test acc  39.4000 


Rounds 9 early training:
Round 9 train loss  -6.1449
Round 9 global test acc  31.4600 


Rounds 10 early training:
Round 10 train loss  -9.0190
Round 10 global test acc  40.6700 


Rounds 11 filter noisy data:
Round 11 train loss  -25.7743
Round 11 global test acc  50.4400 


Rounds 12 filter noisy data:
Round 12 train loss  -28.8540
Round 12 global test acc  70.6400 


Rounds 13 filter noisy data:
Round 13 train loss  -29.1825
Round 13 global test acc  74.3600 


Rounds 14 filter noisy data:
Round 14 train loss  -28.2010
Round 14 global test acc  81.2100 


Rounds 15 filter noisy data:
Round 15 train loss  -30.2697
Round 15 global test acc  80.4800 


Rounds 16 filter noisy data:
Round 16 train loss  -30.3350
Round 16 global test acc  85.8800 


Rounds 17 filter noisy data:
Round 17 train loss  -30.7039
Round 17 global test acc  85.1200 


Rounds 18 filter noisy data:
Round 18 train loss  -31.1168
Round 18 global test acc  84.1600 


Rounds 19 filter noisy data:
Round 19 train loss  -30.0901
Round 19 global test acc  84.7500 


Rounds 20 filter noisy data:
Round 20 train loss  -30.4389
Round 20 global test acc  86.7300 


Rounds 21 filter noisy data:
Round 21 train loss  -30.5489
Round 21 global test acc  83.2400 


Rounds 22 filter noisy data:
Round 22 train loss  -29.9394
Round 22 global test acc  88.3200 


Rounds 23 filter noisy data:
Round 23 train loss  -30.5712
Round 23 global test acc  87.1300 


Rounds 24 filter noisy data:
Round 24 train loss  -30.2109
Round 24 global test acc  86.3100 


Rounds 25 filter noisy data:
Round 25 train loss  -30.0394
Round 25 global test acc  89.9700 


Rounds 26 filter noisy data:
Round 26 train loss  -31.1020
Round 26 global test acc  89.4800 


Rounds 27 filter noisy data:
Round 27 train loss  -31.3204
Round 27 global test acc  90.7100 


Rounds 28 filter noisy data:
Round 28 train loss  -29.1043
Round 28 global test acc  90.0200 


Rounds 29 filter noisy data:
Round 29 train loss  -30.3816
Round 29 global test acc  88.9800 


Rounds 30 filter noisy data:
Round 30 train loss  -30.9953
Round 30 global test acc  91.1000 


Rounds 31 filter noisy data:
Round 31 train loss  -31.1329
Round 31 global test acc  91.7300 


Rounds 32 filter noisy data:
Round 32 train loss  -31.1520
Round 32 global test acc  91.1600 


Rounds 33 filter noisy data:
Round 33 train loss  -31.3328
Round 33 global test acc  90.8400 


Rounds 34 filter noisy data:
Round 34 train loss  -30.5573
Round 34 global test acc  91.6900 


Rounds 35 filter noisy data:
Round 35 train loss  -29.8986
Round 35 global test acc  91.4500 


Rounds 36 filter noisy data:
Round 36 train loss  -29.7829
Round 36 global test acc  90.3800 


Rounds 37 filter noisy data:
Round 37 train loss  -29.9149
Round 37 global test acc  91.8600 


Rounds 38 filter noisy data:
Round 38 train loss  -31.2656
Round 38 global test acc  92.3100 


Rounds 39 filter noisy data:
Round 39 train loss  -30.6272
Round 39 global test acc  91.1800 


Rounds 40 filter noisy data:
Round 40 train loss  -30.5470
Round 40 global test acc  92.0900 


Rounds 41 filter noisy data:
Round 41 train loss  -29.8695
Round 41 global test acc  89.2600 


Rounds 42 filter noisy data:
Round 42 train loss  -31.1709
Round 42 global test acc  90.9700 


Rounds 43 filter noisy data:
Round 43 train loss  -31.0449
Round 43 global test acc  91.8800 


Rounds 44 filter noisy data:
Round 44 train loss  -30.8229
Round 44 global test acc  91.4500 


Rounds 45 filter noisy data:
Round 45 train loss  -31.1038
Round 45 global test acc  91.7800 


Rounds 46 filter noisy data:
Round 46 train loss  -30.1067
Round 46 global test acc  91.3300 


Rounds 47 filter noisy data:
Round 47 train loss  -30.4496
Round 47 global test acc  92.4000 


Rounds 48 filter noisy data:
Round 48 train loss  -31.5143
Round 48 global test acc  92.1200 


Rounds 49 filter noisy data:
Round 49 train loss  -31.7129
Round 49 global test acc  91.8600 


Rounds 50 filter noisy data:
Round 50 train loss  -30.9417
Round 50 global test acc  92.8400 


Rounds 51 filter noisy data:
Round 51 train loss  -30.0278
Round 51 global test acc  91.8700 


Rounds 52 filter noisy data:
Round 52 train loss  -30.7516
Round 52 global test acc  91.6300 


Rounds 53 filter noisy data:
Round 53 train loss  -29.6666
Round 53 global test acc  89.6700 


Rounds 54 filter noisy data:
Round 54 train loss  -31.3547
Round 54 global test acc  93.4800 


Rounds 55 filter noisy data:
Round 55 train loss  -30.5847
Round 55 global test acc  92.3100 


Rounds 56 filter noisy data:
Round 56 train loss  -31.2111
Round 56 global test acc  91.7900 


Rounds 57 filter noisy data:
Round 57 train loss  -28.8602
Round 57 global test acc  89.7400 


Rounds 58 filter noisy data:
Round 58 train loss  -31.7531
Round 58 global test acc  93.0400 


Rounds 59 filter noisy data:
Round 59 train loss  -31.5544
Round 59 global test acc  92.5700 


Rounds 60 filter noisy data:
Round 60 train loss  -31.2766
Round 60 global test acc  91.9500 


Rounds 61 filter noisy data:
Round 61 train loss  -31.3062
Round 61 global test acc  94.1700 


Rounds 62 filter noisy data:
Round 62 train loss  -29.2451
Round 62 global test acc  92.1200 


Rounds 63 filter noisy data:
Round 63 train loss  -31.4531
Round 63 global test acc  93.3300 


Rounds 64 filter noisy data:
Round 64 train loss  -31.7620
Round 64 global test acc  92.8300 


Rounds 65 filter noisy data:
Round 65 train loss  -30.2740
Round 65 global test acc  93.2500 


Rounds 66 filter noisy data:
Round 66 train loss  -31.1589
Round 66 global test acc  91.8700 


Rounds 67 filter noisy data:
Round 67 train loss  -31.6107
Round 67 global test acc  92.6700 


Rounds 68 filter noisy data:
Round 68 train loss  -30.7796
Round 68 global test acc  93.0600 


Rounds 69 filter noisy data:
Round 69 train loss  -30.7734
Round 69 global test acc  91.9100 


Rounds 70 filter noisy data:
Round 70 train loss  -30.1082
Round 70 global test acc  90.9100 


Rounds 71 filter noisy data:
Round 71 train loss  -30.4902
Round 71 global test acc  90.9900 


Rounds 72 filter noisy data:
Round 72 train loss  -30.7715
Round 72 global test acc  92.9200 


Rounds 73 filter noisy data:
Round 73 train loss  -30.9022
Round 73 global test acc  94.3400 


Rounds 74 filter noisy data:
Round 74 train loss  -31.3781
Round 74 global test acc  94.1100 


Rounds 75 filter noisy data:
Round 75 train loss  -31.1290
Round 75 global test acc  93.3300 


Rounds 76 filter noisy data:
Round 76 train loss  -31.8533
Round 76 global test acc  94.4900 


Rounds 77 filter noisy data:
Round 77 train loss  -31.7309
Round 77 global test acc  93.4800 


Rounds 78 filter noisy data:
Round 78 train loss  -31.5579
Round 78 global test acc  93.9400 


Rounds 79 filter noisy data:
Round 79 train loss  -31.9814
Round 79 global test acc  94.7600 


Rounds 80 filter noisy data:
Round 80 train loss  -32.1086
Round 80 global test acc  93.5400 


Rounds 81 filter noisy data:
Round 81 train loss  -32.1977
Round 81 global test acc  94.5100 


Rounds 82 filter noisy data:
Round 82 train loss  -31.3674
Round 82 global test acc  93.9700 


Rounds 83 filter noisy data:
Round 83 train loss  -31.6719
Round 83 global test acc  94.5900 


Rounds 84 filter noisy data:
Round 84 train loss  -31.8615
Round 84 global test acc  94.9600 


Rounds 85 filter noisy data:
Round 85 train loss  -31.4877
Round 85 global test acc  94.3000 


Rounds 86 filter noisy data:
Round 86 train loss  -31.1416
Round 86 global test acc  94.5800 


Rounds 87 filter noisy data:
Round 87 train loss  -31.7526
Round 87 global test acc  94.1000 


Rounds 88 filter noisy data:
Round 88 train loss  -31.5123
Round 88 global test acc  93.2400 


Rounds 89 filter noisy data:
Round 89 train loss  -30.9021
Round 89 global test acc  93.4000 


Rounds 90 filter noisy data:
Round 90 train loss  -31.1288
Round 90 global test acc  93.3100 


Rounds 91 filter noisy data:
Round 91 train loss  -31.6775
Round 91 global test acc  95.2100 


Rounds 92 filter noisy data:
Round 92 train loss  -31.3211
Round 92 global test acc  94.3300 


Rounds 93 filter noisy data:
Round 93 train loss  -31.2695
Round 93 global test acc  93.9400 


Rounds 94 filter noisy data:
Round 94 train loss  -31.9487
Round 94 global test acc  94.2700 


Rounds 95 filter noisy data:
Round 95 train loss  -30.0377
Round 95 global test acc  93.7000 


Rounds 96 filter noisy data:
Round 96 train loss  -31.1266
Round 96 global test acc  94.2400 


Rounds 97 filter noisy data:
Round 97 train loss  -31.0963
Round 97 global test acc  94.0600 


Rounds 98 filter noisy data:
Round 98 train loss  -31.7049
Round 98 global test acc  94.2200 


Rounds 99 filter noisy data:
Round 99 train loss  -31.1254
Round 99 global test acc  94.2000 


Rounds 100 filter noisy data:
Round 100 train loss  -31.3201
Round 100 global test acc  94.6800 


Rounds 101 filter noisy data:
Round 101 train loss  -31.1198
Round 101 global test acc  94.9600 


Rounds 102 filter noisy data:
Round 102 train loss  -32.3037
Round 102 global test acc  94.8600 


Rounds 103 filter noisy data:
Round 103 train loss  -31.0307
Round 103 global test acc  94.6900 


Rounds 104 filter noisy data:
Round 104 train loss  -31.7477
Round 104 global test acc  94.6500 


Rounds 105 filter noisy data:
Round 105 train loss  -31.4226
Round 105 global test acc  94.6000 


Rounds 106 filter noisy data:
Round 106 train loss  -31.7593
Round 106 global test acc  95.2600 


Rounds 107 filter noisy data:
Round 107 train loss  -31.9074
Round 107 global test acc  95.4000 


Rounds 108 filter noisy data:
Round 108 train loss  -31.8197
Round 108 global test acc  95.3800 


Rounds 109 filter noisy data:
Round 109 train loss  -31.8222
Round 109 global test acc  95.4000 


Rounds 110 filter noisy data:
Round 110 train loss  -31.5374
Round 110 global test acc  95.5200 


Rounds 111 filter noisy data:
Round 111 train loss  -32.2550
Round 111 global test acc  95.4000 


Rounds 112 filter noisy data:
Round 112 train loss  -31.2269
Round 112 global test acc  95.3600 


Rounds 113 filter noisy data:
Round 113 train loss  -32.0575
Round 113 global test acc  95.4700 


Rounds 114 filter noisy data:
Round 114 train loss  -31.9493
Round 114 global test acc  95.3200 


Rounds 115 filter noisy data:
Round 115 train loss  -31.8256
Round 115 global test acc  95.3500 


Rounds 116 filter noisy data:
Round 116 train loss  -31.8556
Round 116 global test acc  95.5900 


Rounds 117 filter noisy data:
Round 117 train loss  -31.9606
Round 117 global test acc  95.4300 


Rounds 118 filter noisy data:
Round 118 train loss  -31.9545
Round 118 global test acc  95.2300 


Rounds 119 filter noisy data:
Round 119 train loss  -32.1458
Round 119 global test acc  95.0400 


Rounds 120 filter noisy data:
Round 120 train loss  -31.5276
Round 120 global test acc  95.1700 


Rounds 121 filter noisy data:
Round 121 train loss  -31.8978
Round 121 global test acc  95.1700 


Rounds 122 filter noisy data:
Round 122 train loss  -31.9382
Round 122 global test acc  95.3700 


Rounds 123 filter noisy data:
Round 123 train loss  -32.0010
Round 123 global test acc  95.4200 


Rounds 124 filter noisy data:
Round 124 train loss  -31.7170
Round 124 global test acc  95.2100 


Rounds 125 filter noisy data:
Round 125 train loss  -30.6197
Round 125 global test acc  94.8200 


Rounds 126 filter noisy data:
Round 126 train loss  -31.7387
Round 126 global test acc  95.5300 


Rounds 127 filter noisy data:
Round 127 train loss  -31.9977
Round 127 global test acc  95.6000 


Rounds 128 filter noisy data:
Round 128 train loss  -31.9239
Round 128 global test acc  95.5200 


Rounds 129 filter noisy data:
Round 129 train loss  -31.8887
Round 129 global test acc  95.4400 


Rounds 130 filter noisy data:
Round 130 train loss  -31.0893
Round 130 global test acc  95.3200 


Rounds 131 filter noisy data:
Round 131 train loss  -31.9484
Round 131 global test acc  95.3500 


Rounds 132 filter noisy data:
Round 132 train loss  -31.2574
Round 132 global test acc  95.4000 


Rounds 133 filter noisy data:
Round 133 train loss  -32.2048
Round 133 global test acc  95.5200 


Rounds 134 filter noisy data:
Round 134 train loss  -32.0287
Round 134 global test acc  95.5600 


Rounds 135 filter noisy data:
Round 135 train loss  -31.4250
Round 135 global test acc  95.5300 


Rounds 136 filter noisy data:
Round 136 train loss  -32.0182
Round 136 global test acc  95.4500 


Rounds 137 filter noisy data:
Round 137 train loss  -31.5985
Round 137 global test acc  95.4200 


Rounds 138 filter noisy data:
Round 138 train loss  -31.9878
Round 138 global test acc  95.4200 


Rounds 139 filter noisy data:
Round 139 train loss  -32.1564
Round 139 global test acc  95.3900 


Rounds 140 filter noisy data:
Round 140 train loss  -31.9464
Round 140 global test acc  95.4000 


Rounds 141 filter noisy data:
Round 141 train loss  -31.8648
Round 141 global test acc  95.4000 


Rounds 142 filter noisy data:
Round 142 train loss  -31.2418
Round 142 global test acc  95.2800 


Rounds 143 filter noisy data:
Round 143 train loss  -31.9289
Round 143 global test acc  95.3400 


Rounds 144 filter noisy data:
Round 144 train loss  -31.4900
Round 144 global test acc  95.5600 


Rounds 145 filter noisy data:
Round 145 train loss  -32.2377
Round 145 global test acc  95.6200 


Rounds 146 filter noisy data:
Round 146 train loss  -31.9455
Round 146 global test acc  95.6500 


Rounds 147 filter noisy data:
Round 147 train loss  -32.3700
Round 147 global test acc  95.5400 


Rounds 148 filter noisy data:
Round 148 train loss  -32.3855
Round 148 global test acc  95.3800 


Rounds 149 filter noisy data:
Round 149 train loss  -32.0717
Round 149 global test acc  95.5700 


Rounds 150 filter noisy data:
Round 150 train loss  -32.2088
Round 150 global test acc  95.5000 


Rounds 151 filter noisy data:
Round 151 train loss  -31.4732
Round 151 global test acc  95.5600 


Rounds 152 filter noisy data:
Round 152 train loss  -32.1058
Round 152 global test acc  95.4400 


Rounds 153 filter noisy data:
Round 153 train loss  -31.8014
Round 153 global test acc  95.6100 


Rounds 154 filter noisy data:
Round 154 train loss  -31.9329
Round 154 global test acc  95.6500 


Rounds 155 filter noisy data:
Round 155 train loss  -32.1530
Round 155 global test acc  95.4200 


Rounds 156 filter noisy data:
Round 156 train loss  -31.5260
Round 156 global test acc  95.3900 


Rounds 157 filter noisy data:
Round 157 train loss  -32.3377
Round 157 global test acc  95.7300 


Rounds 158 filter noisy data:
Round 158 train loss  -31.6084
Round 158 global test acc  95.7600 


Rounds 159 filter noisy data:
Round 159 train loss  -31.8095
Round 159 global test acc  95.6700 


Rounds 160 filter noisy data:
Round 160 train loss  -32.2678
Round 160 global test acc  95.7800 


Rounds 161 filter noisy data:
Round 161 train loss  -32.4578
Round 161 global test acc  95.6600 


Rounds 162 filter noisy data:
Round 162 train loss  -31.9986
Round 162 global test acc  95.7400 


Rounds 163 filter noisy data:
Round 163 train loss  -31.2416
Round 163 global test acc  95.4600 


Rounds 164 filter noisy data:
Round 164 train loss  -32.0765
Round 164 global test acc  95.7400 


Rounds 165 filter noisy data:
Round 165 train loss  -32.1933
Round 165 global test acc  95.7100 


Rounds 166 filter noisy data:
Round 166 train loss  -31.9895
Round 166 global test acc  95.8100 


Rounds 167 filter noisy data:
Round 167 train loss  -31.7265
Round 167 global test acc  95.8000 


Rounds 168 filter noisy data:
Round 168 train loss  -31.8129
Round 168 global test acc  95.7900 


Rounds 169 filter noisy data:
Round 169 train loss  -32.0754
Round 169 global test acc  95.5700 


Rounds 170 filter noisy data:
Round 170 train loss  -32.2833
Round 170 global test acc  95.8700 


Rounds 171 filter noisy data:
Round 171 train loss  -32.3709
Round 171 global test acc  95.6700 


Rounds 172 filter noisy data:
Round 172 train loss  -31.9678
Round 172 global test acc  95.6400 


Rounds 173 filter noisy data:
Round 173 train loss  -32.3141
Round 173 global test acc  95.6800 


Rounds 174 filter noisy data:
Round 174 train loss  -31.8857
Round 174 global test acc  95.6500 


Rounds 175 filter noisy data:
Round 175 train loss  -32.1991
Round 175 global test acc  95.6100 


Rounds 176 filter noisy data:
Round 176 train loss  -31.8476
Round 176 global test acc  95.5800 


Rounds 177 filter noisy data:
Round 177 train loss  -32.0084
Round 177 global test acc  95.6100 


Rounds 178 filter noisy data:
Round 178 train loss  -31.6601
Round 178 global test acc  95.5500 


