('algorithm', 'RFL')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.5)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.1)
('lamda', 15)
('K', 1)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
Round 143 global test acc  95.8800
Round 144 global test acc  96.1400
Round 145 global test acc  96.3100
Round 146 global test acc  96.2100
Round 147 global test acc  96.4300
Round 148 global test acc  96.5800
Round 149 global test acc  96.5500
Round 150 global test acc  96.3100
Round 151 global test acc  96.6100
Round 152 global test acc  96.3600
Round 153 global test acc  96.6200
Round 154 global test acc  96.5400
Round 155 global test acc  96.6500
Round 156 global test acc  96.6300
Round 157 global test acc  96.6700
Round 158 global test acc  96.4400
Round 159 global test acc  96.4200
Round 160 global test acc  96.4000
Round 161 global test acc  96.2600
Round 162 global test acc  96.5800
Round 163 global test acc  96.7000
Round 164 global test acc  96.6700
Round 165 global test acc  96.7000
Round 166 global test acc  96.4000
Round 167 global test acc  96.3800
Round 168 global test acc  96.7100
Round 169 global test acc  96.4800
Round 170 global test acc  96.6800
Round 171 global test acc  96.6600
Round 172 global test acc  96.6200
Round 173 global test acc  96.6600
Round 174 global test acc  96.6600
Round 175 global test acc  96.5600
Round 176 global test acc  96.7400
Round 177 global test acc  96.7000
Round 178 global test acc  96.6000
Round 179 global test acc  96.5100
Round 180 global test acc  96.6500
Round 181 global test acc  96.8500
Round 182 global test acc  96.5500
Round 183 global test acc  96.6700
Round 184 global test acc  96.8400
Round 185 global test acc  96.6500
Round 186 global test acc  96.7700
Round 187 global test acc  96.7600
Round 188 global test acc  96.9000
Round 189 global test acc  96.9400
Round 190 global test acc  96.8900
Round 191 global test acc  96.7000
Round 192 global test acc  96.7000
Round 193 global test acc  96.7900
Round 194 global test acc  96.6700
Round 195 global test acc  96.5200
Round 196 global test acc  96.6400
Round 197 global test acc  96.8800
Round 198 global test acc  96.7300
Round 199 global test acc  96.6500
Traceback (most recent call last):
  File "main.py", line 65, in <module>
    run(args)
  File "main.py", line 53, in run
    eval(args.algorithm)(args)
  File "/data/jij/szl/FedNoisyLabelLearning/baselines/RFL.py", line 105, in RFL
    f_scores.append(cal_fscore(args, net_glob.to(args.device), dataset_train, y_train, idx))
  File "/data/jij/szl/FedNoisyLabelLearning/metrics.py", line 10, in cal_fscore
    client_y_train = y_train[list(idxs)]
TypeError: 'numpy.int64' object is not iterable
('algorithm', 'RFL')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.1)
('lamda', 15)
('K', 1)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
('device', device(type='cuda', index=0))
Client 0, noise level: 0.8484 (0.7635), real noise ratio: 0.7467
Client 1, noise level: 0.9815 (0.8834), real noise ratio: 0.8850
Client 2, noise level: 0.6389 (0.5750), real noise ratio: 0.5900
Client 3, noise level: 0.6168 (0.5551), real noise ratio: 0.5967
Client 4, noise level: 0.9228 (0.8306), real noise ratio: 0.8500
Client 5, noise level: 0.6121 (0.5509), real noise ratio: 0.5417
Client 6, noise level: 0.8445 (0.7600), real noise ratio: 0.7600
Client 7, noise level: 0.5767 (0.5191), real noise ratio: 0.4783
Client 8, noise level: 0.6018 (0.5416), real noise ratio: 0.5183
Client 9, noise level: 0.5338 (0.4804), real noise ratio: 0.5117
Client 10, noise level: 0.8747 (0.7873), real noise ratio: 0.8050
Client 11, noise level: 0.5900 (0.5310), real noise ratio: 0.5383
Client 12, noise level: 0.5621 (0.5059), real noise ratio: 0.5250
Client 13, noise level: 0.6124 (0.5512), real noise ratio: 0.5683
Client 14, noise level: 0.6397 (0.5758), real noise ratio: 0.5783
Client 15, noise level: 0.5169 (0.4652), real noise ratio: 0.5017
Client 16, noise level: 0.6272 (0.5645), real noise ratio: 0.5783
Client 17, noise level: 0.8344 (0.7510), real noise ratio: 0.7650
Client 18, noise level: 0.8800 (0.7920), real noise ratio: 0.8083
Client 19, noise level: 0.6130 (0.5517), real noise ratio: 0.5383
Client 20, noise level: 0.8059 (0.7253), real noise ratio: 0.7067
Client 21, noise level: 0.9561 (0.8605), real noise ratio: 0.8817
Client 22, noise level: 0.7708 (0.6937), real noise ratio: 0.7067
Client 23, noise level: 0.6870 (0.6183), real noise ratio: 0.6000
Client 24, noise level: 0.5066 (0.4559), real noise ratio: 0.4567
Client 25, noise level: 0.9147 (0.8232), real noise ratio: 0.8483
Client 26, noise level: 0.9083 (0.8175), real noise ratio: 0.8183
Client 27, noise level: 0.5399 (0.4859), real noise ratio: 0.5100
Client 28, noise level: 0.5858 (0.5273), real noise ratio: 0.5200
Client 29, noise level: 0.9191 (0.8272), real noise ratio: 0.8383
Client 30, noise level: 0.7821 (0.7039), real noise ratio: 0.7083
Client 31, noise level: 0.6749 (0.6074), real noise ratio: 0.6167
Client 32, noise level: 0.5725 (0.5153), real noise ratio: 0.4867
Client 33, noise level: 0.5493 (0.4943), real noise ratio: 0.5100
Client 34, noise level: 0.7801 (0.7021), real noise ratio: 0.7133
Client 35, noise level: 0.8550 (0.7695), real noise ratio: 0.7650
Client 36, noise level: 0.9754 (0.8779), real noise ratio: 0.8800
Client 37, noise level: 0.8740 (0.7866), real noise ratio: 0.7883
Client 38, noise level: 0.6861 (0.6175), real noise ratio: 0.6083
Client 39, noise level: 0.8792 (0.7913), real noise ratio: 0.7917
Client 40, noise level: 0.5355 (0.4820), real noise ratio: 0.4883
Client 41, noise level: 0.8109 (0.7298), real noise ratio: 0.7467
Client 42, noise level: 0.8604 (0.7743), real noise ratio: 0.7850
Client 43, noise level: 0.5209 (0.4688), real noise ratio: 0.4267
Client 44, noise level: 0.6976 (0.6279), real noise ratio: 0.6117
Client 45, noise level: 0.5807 (0.5226), real noise ratio: 0.5283
Client 46, noise level: 0.6380 (0.5742), real noise ratio: 0.6050
Client 47, noise level: 0.6133 (0.5519), real noise ratio: 0.5667
Client 48, noise level: 0.6523 (0.5871), real noise ratio: 0.5767
Client 49, noise level: 0.5681 (0.5113), real noise ratio: 0.4817
Client 50, noise level: 0.8471 (0.7624), real noise ratio: 0.7850
Client 51, noise level: 0.5264 (0.4738), real noise ratio: 0.4833
Client 52, noise level: 0.7907 (0.7116), real noise ratio: 0.7167
Client 53, noise level: 0.5899 (0.5309), real noise ratio: 0.5233
Client 54, noise level: 0.7533 (0.6780), real noise ratio: 0.6617
Client 55, noise level: 0.6408 (0.5767), real noise ratio: 0.5500
Client 56, noise level: 0.6850 (0.6165), real noise ratio: 0.6417
Client 57, noise level: 0.7523 (0.6770), real noise ratio: 0.6700
Client 58, noise level: 0.5612 (0.5050), real noise ratio: 0.5267
Client 59, noise level: 0.5653 (0.5088), real noise ratio: 0.4400
Client 60, noise level: 0.9222 (0.8300), real noise ratio: 0.8250
Client 61, noise level: 0.6961 (0.6265), real noise ratio: 0.6383
Client 62, noise level: 0.5848 (0.5263), real noise ratio: 0.5383
Client 63, noise level: 0.9006 (0.8105), real noise ratio: 0.8017
Client 64, noise level: 0.9551 (0.8596), real noise ratio: 0.8717
Client 65, noise level: 0.9148 (0.8233), real noise ratio: 0.8167
Client 66, noise level: 0.8570 (0.7713), real noise ratio: 0.7833
Client 67, noise level: 0.5497 (0.4947), real noise ratio: 0.5100
Client 68, noise level: 0.9567 (0.8610), real noise ratio: 0.8400
Client 69, noise level: 0.7890 (0.7101), real noise ratio: 0.7333
Client 70, noise level: 0.9501 (0.8551), real noise ratio: 0.8367
Client 71, noise level: 0.7818 (0.7036), real noise ratio: 0.7100
Client 72, noise level: 0.5049 (0.4544), real noise ratio: 0.4733
Client 73, noise level: 0.9971 (0.8974), real noise ratio: 0.9100
Client 74, noise level: 0.5662 (0.5096), real noise ratio: 0.5083
Client 75, noise level: 0.8463 (0.7617), real noise ratio: 0.7767
Client 76, noise level: 0.6671 (0.6004), real noise ratio: 0.6067
Client 77, noise level: 0.5901 (0.5311), real noise ratio: 0.5450
Client 78, noise level: 0.5703 (0.5133), real noise ratio: 0.5167
Client 79, noise level: 0.8346 (0.7512), real noise ratio: 0.7783
Client 80, noise level: 0.6519 (0.5867), real noise ratio: 0.5617
Client 81, noise level: 0.8068 (0.7261), real noise ratio: 0.6950
Client 82, noise level: 0.9678 (0.8710), real noise ratio: 0.8700
Client 83, noise level: 0.6015 (0.5413), real noise ratio: 0.5417
Client 84, noise level: 0.5598 (0.5038), real noise ratio: 0.4900
Client 85, noise level: 0.6961 (0.6265), real noise ratio: 0.6083
Client 86, noise level: 0.8473 (0.7625), real noise ratio: 0.8083
Client 87, noise level: 0.9725 (0.8752), real noise ratio: 0.8883
Client 88, noise level: 0.5817 (0.5235), real noise ratio: 0.5150
Client 89, noise level: 0.7294 (0.6564), real noise ratio: 0.6033
Client 90, noise level: 0.6394 (0.5755), real noise ratio: 0.5450
Client 91, noise level: 0.6023 (0.5421), real noise ratio: 0.5217
Client 92, noise level: 0.6542 (0.5888), real noise ratio: 0.5900
Client 93, noise level: 0.8978 (0.8080), real noise ratio: 0.7967
Client 94, noise level: 0.5464 (0.4918), real noise ratio: 0.5300
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.8333
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8017
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7300
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.5650
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5417
LeNet(
  (conv1): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1))
  (conv2): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (batch_norm): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (fc1): Linear(in_features=400, out_features=120, bias=True)
  (fc2): Linear(in_features=120, out_features=84, bias=True)
  (fc3): Linear(in_features=84, out_features=10, bias=True)
)
Round 0 global test acc  37.7400
Round 0 Fscore 

[]
Round 1 global test acc  49.6000
Round 1 Fscore 

[]
Round 2 global test acc  62.0400
Round 2 Fscore 

[]
Round 3 global test acc  69.0900
Round 3 Fscore 

[]
Round 4 global test acc  78.2500
Round 4 Fscore 

[]
Round 5 global test acc  81.0600
Round 5 Fscore 

[]
Round 6 global test acc  79.0100
Round 6 Fscore 

[]
Round 7 global test acc  83.1700
Round 7 Fscore 

[]
Round 8 global test acc  83.6300
Round 8 Fscore 

[]
Round 9 global test acc  81.9600
Round 9 Fscore 

[]
Round 10 global test acc  85.5100
Round 10 Fscore 

[]
Round 11 global test acc  86.2800
Round 11 Fscore 

[]
Round 12 global test acc  83.3200
Round 12 Fscore 

[]
Round 13 global test acc  86.3800
Round 13 Fscore 

[]
Round 14 global test acc  87.2500
Round 14 Fscore 

[]
Round 15 global test acc  87.3500
Round 15 Fscore 

[]
Round 16 global test acc  87.8200
Round 16 Fscore 

[]
Round 17 global test acc  84.8300
Round 17 Fscore 

[]
Round 18 global test acc  89.4800
Round 18 Fscore 

[]
Round 19 global test acc  90.8500
Round 19 Fscore 

[]
Round 20 global test acc  90.6600
Round 20 Fscore 

[]
Round 21 global test acc  90.9100
Round 21 Fscore 

[]
Round 22 global test acc  88.9300
Round 22 Fscore 

[]
Round 23 global test acc  90.6500
Round 23 Fscore 

[]
Round 24 global test acc  92.3000
Round 24 Fscore 

[]
Round 25 global test acc  92.7400
Round 25 Fscore 

[]
Round 26 global test acc  92.3600
Round 26 Fscore 

[]
Round 27 global test acc  92.2500
Round 27 Fscore 

[]
Round 28 global test acc  92.8000
Round 28 Fscore 

[]
Round 29 global test acc  92.4700
Round 29 Fscore 

[]
Round 30 global test acc  92.9000
Round 30 Fscore 

[]
Round 31 global test acc  93.3300
Round 31 Fscore 

[]
Round 32 global test acc  94.3500
Round 32 Fscore 

[]
Round 33 global test acc  92.7900
Round 33 Fscore 

[]
Round 34 global test acc  93.3800
Round 34 Fscore 

[]
Round 35 global test acc  93.3300
Round 35 Fscore 

[]
Round 36 global test acc  93.4000
Round 36 Fscore 

[]
Round 37 global test acc  93.5600
Round 37 Fscore 

[]
Round 38 global test acc  93.8200
Round 38 Fscore 

[]
Round 39 global test acc  94.5100
Round 39 Fscore 

[]
Round 40 global test acc  93.4000
Round 40 Fscore 

[]
Round 41 global test acc  92.5700
Round 41 Fscore 

[]
Round 42 global test acc  93.5000
Round 42 Fscore 

[]
Round 43 global test acc  93.5500
Round 43 Fscore 

[]
Round 44 global test acc  94.2800
Round 44 Fscore 

[]
Round 45 global test acc  94.1700
Round 45 Fscore 

[]
Round 46 global test acc  94.2900
Round 46 Fscore 

[]
Round 47 global test acc  93.3200
Round 47 Fscore 

[]
Round 48 global test acc  94.8300
Round 48 Fscore 

[]
Round 49 global test acc  94.0100
Round 49 Fscore 

[]
Round 50 global test acc  93.7800
Round 50 Fscore 

[]
Round 51 global test acc  94.1800
Round 51 Fscore 

[]
Round 52 global test acc  94.5400
Round 52 Fscore 

[]
Round 53 global test acc  93.5000
Round 53 Fscore 

[]
Round 54 global test acc  94.1700
Round 54 Fscore 

[]
Round 55 global test acc  94.2800
Round 55 Fscore 

[]
Round 56 global test acc  94.9000
Round 56 Fscore 

[]
Round 57 global test acc  93.9900
Round 57 Fscore 

[]
Round 58 global test acc  94.1700
Round 58 Fscore 

[]
Round 59 global test acc  94.2700
Round 59 Fscore 

[]
Round 60 global test acc  94.6300
Round 60 Fscore 

[]
Round 61 global test acc  94.1500
Round 61 Fscore 

[]
Round 62 global test acc  93.8900
Round 62 Fscore 

[]
Round 63 global test acc  94.5100
Round 63 Fscore 

[]
Round 64 global test acc  95.0400
Round 64 Fscore 

[]
Round 65 global test acc  94.6300
Round 65 Fscore 

[]
Round 66 global test acc  94.4100
Round 66 Fscore 

[]
Round 67 global test acc  94.8300
Round 67 Fscore 

[]
Round 68 global test acc  95.2100
Round 68 Fscore 

[]
Round 69 global test acc  95.1400
Round 69 Fscore 

[]
Round 70 global test acc  95.3200
Round 70 Fscore 

[]
Round 71 global test acc  95.0400
Round 71 Fscore 

[]
Round 72 global test acc  95.1500
Round 72 Fscore 

[]
Round 73 global test acc  94.7500
Round 73 Fscore 

[]
Round 74 global test acc  93.8900
Round 74 Fscore 

[]
Round 75 global test acc  95.0000
Round 75 Fscore 

[]
Round 76 global test acc  94.9200
Round 76 Fscore 

[]
Round 77 global test acc  95.1200
Round 77 Fscore 

[]
Round 78 global test acc  95.2800
Round 78 Fscore 

[]
Round 79 global test acc  95.2800
Round 79 Fscore 

[]
Round 80 global test acc  94.3100
Round 80 Fscore 

[]
Round 81 global test acc  95.8800
Round 81 Fscore 

[]
Round 82 global test acc  95.1800
Round 82 Fscore 

[]
Round 83 global test acc  95.5300
Round 83 Fscore 

[]
Round 84 global test acc  95.8200
Round 84 Fscore 

[]
Round 85 global test acc  95.3100
Round 85 Fscore 

[]
Round 86 global test acc  95.5600
Round 86 Fscore 

[]
Round 87 global test acc  95.8000
Round 87 Fscore 

[]
Round 88 global test acc  95.7500
Round 88 Fscore 

[]
Round 89 global test acc  95.5300
Round 89 Fscore 

[]
Round 90 global test acc  95.1100
Round 90 Fscore 

[]
Round 91 global test acc  95.6600
Round 91 Fscore 

[]
Round 92 global test acc  95.9400
Round 92 Fscore 

[]
Round 93 global test acc  95.6900
Round 93 Fscore 

[]
Round 94 global test acc  95.7800
Round 94 Fscore 

[]
Round 95 global test acc  95.6200
Round 95 Fscore 

[]
Round 96 global test acc  96.1000
Round 96 Fscore 

[]
Round 97 global test acc  96.0300
Round 97 Fscore 

[]
Round 98 global test acc  95.9100
Round 98 Fscore 

[]
Round 99 global test acc  95.5300
Round 99 Fscore 

[]
Round 100 global test acc  96.0500
Round 100 Fscore 

[]
Round 101 global test acc  96.2700
Round 101 Fscore 

[]
Round 102 global test acc  95.3900
Round 102 Fscore 

[]
Round 103 global test acc  95.7400
Round 103 Fscore 

[]
Round 104 global test acc  95.8500
Round 104 Fscore 

[]
Round 105 global test acc  95.6700
Round 105 Fscore 

[]
Round 106 global test acc  95.6900
Round 106 Fscore 

[]
Round 107 global test acc  95.9100
Round 107 Fscore 

[]
Round 108 global test acc  95.8600
Round 108 Fscore 

[]
Round 109 global test acc  95.6100
Round 109 Fscore 

[]
Round 110 global test acc  96.1200
Round 110 Fscore 

[]
Round 111 global test acc  95.6400
Round 111 Fscore 

[]
Round 112 global test acc  95.9200
Round 112 Fscore 

[]
Round 113 global test acc  95.8100
Round 113 Fscore 

[]
Round 114 global test acc  96.0200
Round 114 Fscore 

[]
Round 115 global test acc  96.0800
Round 115 Fscore 

[]
Round 116 global test acc  95.8600
Round 116 Fscore 

[]
Round 117 global test acc  95.8800
Round 117 Fscore 

[]
Round 118 global test acc  96.0200
Round 118 Fscore 

[]
Round 119 global test acc  95.9100
Round 119 Fscore 

[]
Round 120 global test acc  96.0200
Round 120 Fscore 

[]
Round 121 global test acc  95.9300
Round 121 Fscore 

[]
Round 122 global test acc  95.8900
Round 122 Fscore 

[]
Round 123 global test acc  96.0200
Round 123 Fscore 

[]
Round 124 global test acc  96.0100
Round 124 Fscore 

[]
Round 125 global test acc  95.9700
Round 125 Fscore 

[]
Round 126 global test acc  95.7800
Round 126 Fscore 

[]
Round 127 global test acc  95.8700
Round 127 Fscore 

[]
Round 128 global test acc  96.2100
Round 128 Fscore 

[]
Round 129 global test acc  96.2000
Round 129 Fscore 

[]
Round 130 global test acc  96.2200
Round 130 Fscore 

[]
Round 131 global test acc  96.2500
Round 131 Fscore 

[]
Round 132 global test acc  96.3100
Round 132 Fscore 

[]
Round 133 global test acc  96.4900
Round 133 Fscore 

[]
Round 134 global test acc  96.2400
Round 134 Fscore 

[]
Round 135 global test acc  96.3200
Round 135 Fscore 

[]
Round 136 global test acc  96.2900
Round 136 Fscore 

[]
Round 137 global test acc  96.3600
Round 137 Fscore 

[]
Round 138 global test acc  96.2700
Round 138 Fscore 

[]
Round 139 global test acc  96.4200
Round 139 Fscore 

[]
Round 140 global test acc  96.1100
Round 140 Fscore 

[]
Round 141 global test acc  96.1300
Round 141 Fscore 

[]
Round 142 global test acc  96.3300
Round 142 Fscore 

[]
Round 143 global test acc  96.2300
Round 143 Fscore 

[]
Round 144 global test acc  96.2200
Round 144 Fscore 

[]
Round 145 global test acc  96.3600
Round 145 Fscore 

[]
Round 146 global test acc  96.3900
Round 146 Fscore 

[]
Round 147 global test acc  96.4300
Round 147 Fscore 

[]
Round 148 global test acc  96.4500
Round 148 Fscore 

[]
Round 149 global test acc  96.4200
Round 149 Fscore 

[]
Round 150 global test acc  96.4900
Round 150 Fscore 

[]
Round 151 global test acc  96.6300
Round 151 Fscore 

[]
Round 152 global test acc  96.5400
Round 152 Fscore 

[]
Round 153 global test acc  96.5600
Round 153 Fscore 

[]
Round 154 global test acc  96.6100
Round 154 Fscore 

[]
Round 155 global test acc  96.6300
Round 155 Fscore 

[]
Round 156 global test acc  96.5300
Round 156 Fscore 

[]
Round 157 global test acc  96.4700
Round 157 Fscore 

[]
Round 158 global test acc  96.5000
Round 158 Fscore 

[]
Round 159 global test acc  96.4200
Round 159 Fscore 

[]
Round 160 global test acc  96.4900
Round 160 Fscore 

[]
Round 161 global test acc  96.4200
Round 161 Fscore 

[]
Round 162 global test acc  96.5100
Round 162 Fscore 

[]
Round 163 global test acc  96.3900
Round 163 Fscore 

[]
Round 164 global test acc  96.5700
Round 164 Fscore 

[]
Round 165 global test acc  96.6400
Round 165 Fscore 

[]
Round 166 global test acc  96.4200
Round 166 Fscore 

[]
Round 167 global test acc  96.4600
Round 167 Fscore 

[]
Round 168 global test acc  96.5300
Round 168 Fscore 

[]
Round 169 global test acc  96.4400
Round 169 Fscore 

[]
Round 170 global test acc  96.6800
Round 170 Fscore 

[]
Round 171 global test acc  96.5300
Round 171 Fscore 

[]
Round 172 global test acc  96.4400
Round 172 Fscore 

[]
Round 173 global test acc  96.8600
Round 173 Fscore 

[]
Round 174 global test acc  96.6700
Round 174 Fscore 

[]
Round 175 global test acc  96.5400
Round 175 Fscore 

[]
Round 176 global test acc  96.7500
Round 176 Fscore 

[]
Round 177 global test acc  96.8200
Round 177 Fscore 

[]
Round 178 global test acc  96.7500
Round 178 Fscore 

[]
Round 179 global test acc  96.5000
Round 179 Fscore 

[]
Round 180 global test acc  96.6700
Round 180 Fscore 

[]
Round 181 global test acc  96.6600
Round 181 Fscore 

[]
Round 182 global test acc  96.7500
Round 182 Fscore 

[]
Round 183 global test acc  96.7000
Round 183 Fscore 

[]
Round 184 global test acc  96.5200
Round 184 Fscore 

[]
Round 185 global test acc  96.4700
Round 185 Fscore 

[]
Round 186 global test acc  96.5500
Round 186 Fscore 

[]
Round 187 global test acc  96.4200
Round 187 Fscore 

[]
Round 188 global test acc  96.3700
Round 188 Fscore 

[]
Round 189 global test acc  96.4300
Round 189 Fscore 

[]
Round 190 global test acc  96.5200
Round 190 Fscore 

[]
Round 191 global test acc  96.4100
Round 191 Fscore 

[]
Round 192 global test acc  96.7200
Round 192 Fscore 

[]
Round 193 global test acc  96.7600
Round 193 Fscore 

[]
Round 194 global test acc  96.7300
Round 194 Fscore 

[]
Round 195 global test acc  96.5900
Round 195 Fscore 

[]
Round 196 global test acc  96.5100
Round 196 Fscore 

[]
Round 197 global test acc  96.7500
Round 197 Fscore 

[]
Round 198 global test acc  96.5900
Round 198 Fscore 

[]
Round 199 global test acc  96.6400
Round 199 Fscore 

[0.6972476840019226, 0.46464645862579346, 0.826890766620636, 0.8203389644622803, 0.5263157486915588, 0.8657187819480896, 0.6574074029922485, 0.8675034642219543, 0.870090663433075, 0.8554744720458984, 0.6141732335090637, 0.8549143075942993, 0.825581431388855, 0.844517171382904, 0.8433333039283752, 0.856733500957489, 0.8241042494773865, 0.677884578704834, 0.625, 0.8598131537437439, 0.7394958138465881, 0.4595469534397125, 0.7082494497299194, 0.8191125988960266, 0.8977900147438049, 0.5498489737510681, 0.6022099852561951, 0.8630338311195374, 0.8714069724082947, 0.5449438095092773, 0.7246376872062683, 0.8014059662818909, 0.8725212812423706, 0.878923773765564, 0.7370689511299133, 0.6650831699371338, 0.4514106810092926, 0.6210269331932068, 0.8068966269493103, 0.6391752362251282, 0.8656294941902161, 0.6893423795700073, 0.6615384221076965, 0.9026315808296204, 0.8048359155654907, 0.8726707696914673, 0.800000011920929, 0.8381876349449158, 0.8227642774581909, 0.8885713815689087, 0.6825396418571472, 0.8684582114219666, 0.7172995805740356, 0.8588588237762451, 0.7715930342674255, 0.847244143486023, 0.7875457406044006, 0.7528517246246338, 0.8711656332015991, 0.8945260047912598, 0.5636855959892273, 0.8112149238586426, 0.8523077368736267, 0.6296296119689941, 0.5238094925880432, 0.5940054655075073, 0.629539966583252, 0.8681480884552002, 0.5423728823661804, 0.7095343470573425, 0.55524080991745, 0.7193346619606018, 0.8926553726196289, 0.41064634919166565, 0.8789237141609192, 0.6700000166893005, 0.7946127653121948, 0.8447204828262329, 0.860986590385437, 0.6838046312332153, 0.8392283320426941, 0.7438016533851624, 0.5220338702201843, 0.8616352677345276, 0.8764368295669556, 0.8362990021705627, 0.6170798540115356, 0.4505119323730469, 0.8592592477798462, 0.8136751651763916, 0.8395061492919922, 0.842729926109314, 0.8381601572036743, 0.6208651661872864, 0.8468468189239502, 0.5540165901184082, 0.5899999737739563, 0.7268623113632202, 0.8352000117301941, 0.8584905862808228]
time : 8452.70122885704
('algorithm', 'RFL')
('gpu', 0)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.1)
('lamda', 15)
('K', 1)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
('device', device(type='cuda', index=0))
Client 0, noise level: 0.8484 (0.7635), real noise ratio: 0.7467
Client 1, noise level: 0.9815 (0.8834), real noise ratio: 0.8850
Client 2, noise level: 0.6389 (0.5750), real noise ratio: 0.5900
Client 3, noise level: 0.6168 (0.5551), real noise ratio: 0.5967
Client 4, noise level: 0.9228 (0.8306), real noise ratio: 0.8500
Client 5, noise level: 0.6121 (0.5509), real noise ratio: 0.5417
Client 6, noise level: 0.8445 (0.7600), real noise ratio: 0.7600
Client 7, noise level: 0.5767 (0.5191), real noise ratio: 0.4783
Client 8, noise level: 0.6018 (0.5416), real noise ratio: 0.5183
Client 9, noise level: 0.5338 (0.4804), real noise ratio: 0.5117
Client 10, noise level: 0.8747 (0.7873), real noise ratio: 0.8050
Client 11, noise level: 0.5900 (0.5310), real noise ratio: 0.5383
Client 12, noise level: 0.5621 (0.5059), real noise ratio: 0.5250
Client 13, noise level: 0.6124 (0.5512), real noise ratio: 0.5683
Client 14, noise level: 0.6397 (0.5758), real noise ratio: 0.5783
Client 15, noise level: 0.5169 (0.4652), real noise ratio: 0.5017
Client 16, noise level: 0.6272 (0.5645), real noise ratio: 0.5783
Client 17, noise level: 0.8344 (0.7510), real noise ratio: 0.7650
Client 18, noise level: 0.8800 (0.7920), real noise ratio: 0.8083
Client 19, noise level: 0.6130 (0.5517), real noise ratio: 0.5383
