('algorithm', 'FedTwin')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
[0.9610389471054077, 0.9436619877815247, 0.9733060002326965, 0.9710744023323059, 0.9513513445854187, 0.9762340188026428, 0.947368323802948, 0.9758453965187073, 0.9756944179534912, 0.9810671210289001, 0.9495798349380493, 0.9667896628379822, 0.9803921580314636, 0.9844961762428284, 0.986138641834259, 0.9663299322128296, 0.9762845635414124, 0.9507042169570923, 0.9699569940567017, 0.9638988971710205, 0.9664804935455322, 0.9281045794487, 0.9635854959487915, 0.9525772333145142, 0.9785932302474976, 0.9578947424888611, 0.9464285969734192, 0.9829932451248169, 0.9810017347335815, 0.9178743362426758, 0.9745042324066162, 0.9782608151435852, 0.9820554852485657, 0.9778534770011902, 0.9657143354415894, 0.9684209823608398, 0.9178082346916199, 0.9494163393974304, 0.9682875275611877, 0.9457364678382874, 0.9689034223556519, 0.9576547145843506, 0.9578544497489929, 0.9794721007347107, 0.9659574627876282, 0.9624329209327698, 0.9787233471870422, 0.984674334526062, 0.9761905670166016, 0.9725363254547119, 0.969924807548523, 0.9806451201438904, 0.967930018901825, 0.9842382073402405, 0.9554455280303955, 0.9702602028846741, 0.9696969389915466, 0.97029709815979, 0.9752649068832397, 0.9774436354637146, 0.9099100232124329, 0.9655172824859619, 0.9727768301963806, 0.9473684430122375, 0.9156626462936401, 0.9600000381469727, 0.9520294070243835, 0.9862542748451233, 0.935960590839386, 0.96875, 0.9313725829124451, 0.9627506732940674, 0.9791332483291626, 0.8849557042121887, 0.9743589162826538, 0.9552238583564758, 0.9744681119918823, 0.9688073396682739, 0.9686411023139954, 0.9626865983009338, 0.9866666793823242, 0.9649595618247986, 0.9202454090118408, 0.9761466979980469, 0.9819967150688171, 0.9872340559959412, 0.9385964870452881, 0.9078013896942139, 0.9811320304870605, 0.9624999165534973, 0.9718573689460754, 0.9685314893722534, 0.9795917868614197, 0.9600000381469727, 0.962699830532074, 0.9405940771102905, 0.9547324180603027, 0.947692334651947, 0.9631068706512451, 0.978181779384613]
time : 9864.908288478851
('algorithm', 'FedTwin')
('gpu', 1)
('seed', 13)
('save_dir', './record/')
('rounds2', 200)
('local_ep', 5)
('frac2', 0.1)
('num_users', 100)
('local_bs', 32)
('lr', 0.1)
('model', 'lenet')
('num_classes', 10)
('level_n_system', 1.0)
('level_n_lowerb', 0.5)
('alpha_dirichlet', 10)
('non_iid_prob_class', 0.7)
('dataset', 'mnist')
('iid', True)
('LID_k', 20)
('iteration1', 5)
('rounds1', 200)
('frac1', 0.01)
('pretrained', False)
('mixup', False)
('alpha', 1)
('beta', 5)
('relabel_ratio', 0.5)
('confidence_thres', 0.5)
('clean_set_thres', 0.1)
('fine_tuning', True)
('correction', True)
('T_pl', 100)
('lambda_cen', 1.0)
('lambda_e', 0.8)
('num_gradual', 10)
('forget_rate', 0.2)
('lr_decay', 0.1)
('schedule', [])
('momentum', 0.5)
('weight_decay', 0.0001)
('feature_dim', 128)
('plr', 0.05)
('lamda', 15)
('K', 5)
('gamma', 1)
('begin_sel', 10)
('max_beta', 2)
('mu', 0.01)
('device', device(type='cuda', index=1))
Client 0, noise level: 0.8484 (0.7635), real noise ratio: 0.7467
Client 1, noise level: 0.9815 (0.8834), real noise ratio: 0.8850
Client 2, noise level: 0.6389 (0.5750), real noise ratio: 0.5900
Client 3, noise level: 0.6168 (0.5551), real noise ratio: 0.5967
Client 4, noise level: 0.9228 (0.8306), real noise ratio: 0.8500
Client 5, noise level: 0.6121 (0.5509), real noise ratio: 0.5417
Client 6, noise level: 0.8445 (0.7600), real noise ratio: 0.7600
Client 7, noise level: 0.5767 (0.5191), real noise ratio: 0.4783
Client 8, noise level: 0.6018 (0.5416), real noise ratio: 0.5183
Client 9, noise level: 0.5338 (0.4804), real noise ratio: 0.5117
Client 10, noise level: 0.8747 (0.7873), real noise ratio: 0.8050
Client 11, noise level: 0.5900 (0.5310), real noise ratio: 0.5383
Client 12, noise level: 0.5621 (0.5059), real noise ratio: 0.5250
Client 13, noise level: 0.6124 (0.5512), real noise ratio: 0.5683
Client 14, noise level: 0.6397 (0.5758), real noise ratio: 0.5783
Client 15, noise level: 0.5169 (0.4652), real noise ratio: 0.5017
Client 16, noise level: 0.6272 (0.5645), real noise ratio: 0.5783
Client 17, noise level: 0.8344 (0.7510), real noise ratio: 0.7650
Client 18, noise level: 0.8800 (0.7920), real noise ratio: 0.8083
Client 19, noise level: 0.6130 (0.5517), real noise ratio: 0.5383
Client 20, noise level: 0.8059 (0.7253), real noise ratio: 0.7067
Client 21, noise level: 0.9561 (0.8605), real noise ratio: 0.8817
Client 22, noise level: 0.7708 (0.6937), real noise ratio: 0.7067
Client 23, noise level: 0.6870 (0.6183), real noise ratio: 0.6000
Client 24, noise level: 0.5066 (0.4559), real noise ratio: 0.4567
Client 25, noise level: 0.9147 (0.8232), real noise ratio: 0.8483
Client 26, noise level: 0.9083 (0.8175), real noise ratio: 0.8183
Client 27, noise level: 0.5399 (0.4859), real noise ratio: 0.5100
Client 28, noise level: 0.5858 (0.5273), real noise ratio: 0.5200
Client 29, noise level: 0.9191 (0.8272), real noise ratio: 0.8383
Client 30, noise level: 0.7821 (0.7039), real noise ratio: 0.7083
Client 31, noise level: 0.6749 (0.6074), real noise ratio: 0.6167
Client 32, noise level: 0.5725 (0.5153), real noise ratio: 0.4867
Client 33, noise level: 0.5493 (0.4943), real noise ratio: 0.5100
Client 34, noise level: 0.7801 (0.7021), real noise ratio: 0.7133
Client 35, noise level: 0.8550 (0.7695), real noise ratio: 0.7650
Client 36, noise level: 0.9754 (0.8779), real noise ratio: 0.8800
Client 37, noise level: 0.8740 (0.7866), real noise ratio: 0.7883
Client 38, noise level: 0.6861 (0.6175), real noise ratio: 0.6083
Client 39, noise level: 0.8792 (0.7913), real noise ratio: 0.7917
Client 40, noise level: 0.5355 (0.4820), real noise ratio: 0.4883
Client 41, noise level: 0.8109 (0.7298), real noise ratio: 0.7467
Client 42, noise level: 0.8604 (0.7743), real noise ratio: 0.7850
Client 43, noise level: 0.5209 (0.4688), real noise ratio: 0.4267
Client 44, noise level: 0.6976 (0.6279), real noise ratio: 0.6117
Client 45, noise level: 0.5807 (0.5226), real noise ratio: 0.5283
Client 46, noise level: 0.6380 (0.5742), real noise ratio: 0.6050
Client 47, noise level: 0.6133 (0.5519), real noise ratio: 0.5667
Client 48, noise level: 0.6523 (0.5871), real noise ratio: 0.5767
Client 49, noise level: 0.5681 (0.5113), real noise ratio: 0.4817
Client 50, noise level: 0.8471 (0.7624), real noise ratio: 0.7850
Client 51, noise level: 0.5264 (0.4738), real noise ratio: 0.4833
Client 52, noise level: 0.7907 (0.7116), real noise ratio: 0.7167
Client 53, noise level: 0.5899 (0.5309), real noise ratio: 0.5233
Client 54, noise level: 0.7533 (0.6780), real noise ratio: 0.6617
Client 55, noise level: 0.6408 (0.5767), real noise ratio: 0.5500
Client 56, noise level: 0.6850 (0.6165), real noise ratio: 0.6417
Client 57, noise level: 0.7523 (0.6770), real noise ratio: 0.6700
Client 58, noise level: 0.5612 (0.5050), real noise ratio: 0.5267
Client 59, noise level: 0.5653 (0.5088), real noise ratio: 0.4400
Client 60, noise level: 0.9222 (0.8300), real noise ratio: 0.8250
Client 61, noise level: 0.6961 (0.6265), real noise ratio: 0.6383
Client 62, noise level: 0.5848 (0.5263), real noise ratio: 0.5383
Client 63, noise level: 0.9006 (0.8105), real noise ratio: 0.8017
Client 64, noise level: 0.9551 (0.8596), real noise ratio: 0.8717
Client 65, noise level: 0.9148 (0.8233), real noise ratio: 0.8167
Client 66, noise level: 0.8570 (0.7713), real noise ratio: 0.7833
Client 67, noise level: 0.5497 (0.4947), real noise ratio: 0.5100
Client 68, noise level: 0.9567 (0.8610), real noise ratio: 0.8400
Client 69, noise level: 0.7890 (0.7101), real noise ratio: 0.7333
Client 70, noise level: 0.9501 (0.8551), real noise ratio: 0.8367
Client 71, noise level: 0.7818 (0.7036), real noise ratio: 0.7100
Client 72, noise level: 0.5049 (0.4544), real noise ratio: 0.4733
Client 73, noise level: 0.9971 (0.8974), real noise ratio: 0.9100
Client 74, noise level: 0.5662 (0.5096), real noise ratio: 0.5083
Client 75, noise level: 0.8463 (0.7617), real noise ratio: 0.7767
Client 76, noise level: 0.6671 (0.6004), real noise ratio: 0.6067
Client 77, noise level: 0.5901 (0.5311), real noise ratio: 0.5450
Client 78, noise level: 0.5703 (0.5133), real noise ratio: 0.5167
Client 79, noise level: 0.8346 (0.7512), real noise ratio: 0.7783
Client 80, noise level: 0.6519 (0.5867), real noise ratio: 0.5617
Client 81, noise level: 0.8068 (0.7261), real noise ratio: 0.6950
Client 82, noise level: 0.9678 (0.8710), real noise ratio: 0.8700
Client 83, noise level: 0.6015 (0.5413), real noise ratio: 0.5417
Client 84, noise level: 0.5598 (0.5038), real noise ratio: 0.4900
Client 85, noise level: 0.6961 (0.6265), real noise ratio: 0.6083
Client 86, noise level: 0.8473 (0.7625), real noise ratio: 0.8083
Client 87, noise level: 0.9725 (0.8752), real noise ratio: 0.8883
Client 88, noise level: 0.5817 (0.5235), real noise ratio: 0.5150
Client 89, noise level: 0.7294 (0.6564), real noise ratio: 0.6033
Client 90, noise level: 0.6394 (0.5755), real noise ratio: 0.5450
Client 91, noise level: 0.6023 (0.5421), real noise ratio: 0.5217
Client 92, noise level: 0.6542 (0.5888), real noise ratio: 0.5900
Client 93, noise level: 0.8978 (0.8080), real noise ratio: 0.7967
Client 94, noise level: 0.5464 (0.4918), real noise ratio: 0.5300
Client 95, noise level: 0.9345 (0.8411), real noise ratio: 0.8333
Client 96, noise level: 0.9169 (0.8252), real noise ratio: 0.8017
Client 97, noise level: 0.8409 (0.7568), real noise ratio: 0.7300
Client 98, noise level: 0.6479 (0.5831), real noise ratio: 0.5650
Client 99, noise level: 0.5831 (0.5248), real noise ratio: 0.5417
Rounds 0 early training:
Round 0 train loss  2.2709
Round 0 global test acc  48.5000 

Rounds 1 early training:
Round 1 train loss  2.2363
Round 1 global test acc  15.2800 

Rounds 2 early training:
Round 2 train loss  2.0427
Round 2 global test acc  11.3500 

Rounds 3 early training:
Round 3 train loss  1.5859
Round 3 global test acc  11.3600 

Rounds 4 early training:
Round 4 train loss  1.0845
Round 4 global test acc  11.4000 

Rounds 5 early training:
Round 5 train loss  0.7114
Round 5 global test acc  11.3500 

Rounds 6 early training:
Round 6 train loss  -0.0041
Round 6 global test acc  11.6400 

Rounds 7 early training:
Round 7 train loss  -2.1235
Round 7 global test acc  19.6700 

Rounds 8 early training:
Round 8 train loss  -3.1308
Round 8 global test acc  21.1200 

Rounds 9 early training:
Round 9 train loss  -6.0480
Round 9 global test acc  43.6900 

Rounds 10 early training:
Round 10 train loss  -8.4689
Round 10 global test acc  72.1300 

Rounds 11 filter noisy data:
Round 11 train loss  -25.3630
Round 11 global test acc  71.7400 

Rounds 12 filter noisy data:
Round 12 train loss  -27.5058
Round 12 global test acc  79.6200 

Rounds 13 filter noisy data:
Round 13 train loss  -28.8710
Round 13 global test acc  83.3800 

Rounds 14 filter noisy data:
Round 14 train loss  -28.9858
Round 14 global test acc  83.2000 

Rounds 15 filter noisy data:
Round 15 train loss  -28.3589
Round 15 global test acc  86.4700 

Rounds 16 filter noisy data:
Round 16 train loss  -29.2393
Round 16 global test acc  87.8400 

Rounds 17 filter noisy data:
Round 17 train loss  -28.7101
Round 17 global test acc  87.6000 

Rounds 18 filter noisy data:
Round 18 train loss  -28.9431
Round 18 global test acc  86.9700 

Rounds 19 filter noisy data:
Round 19 train loss  -30.2611
Round 19 global test acc  88.2400 

Rounds 20 filter noisy data:
Round 20 train loss  -29.5576
Round 20 global test acc  84.0700 

Rounds 21 filter noisy data:
Round 21 train loss  -30.8757
Round 21 global test acc  91.1000 

Rounds 22 filter noisy data:
Round 22 train loss  -29.2131
Round 22 global test acc  89.7900 

Rounds 23 filter noisy data:
Round 23 train loss  -30.1304
Round 23 global test acc  90.4600 

Rounds 24 filter noisy data:
Round 24 train loss  -30.5276
Round 24 global test acc  90.5100 

Rounds 25 filter noisy data:
Round 25 train loss  -30.7550
Round 25 global test acc  91.1300 

Rounds 26 filter noisy data:
Round 26 train loss  -30.8127
Round 26 global test acc  91.8600 

Rounds 27 filter noisy data:
Round 27 train loss  -30.6795
Round 27 global test acc  91.8700 

Rounds 28 filter noisy data:
Round 28 train loss  -30.7855
Round 28 global test acc  91.9700 

Rounds 29 filter noisy data:
Round 29 train loss  -29.7711
Round 29 global test acc  88.0700 

Rounds 30 filter noisy data:
Round 30 train loss  -30.1407
Round 30 global test acc  91.2800 

Rounds 31 filter noisy data:
Round 31 train loss  -30.9830
Round 31 global test acc  92.0700 

Rounds 32 filter noisy data:
Round 32 train loss  -30.7591
Round 32 global test acc  91.7200 

Rounds 33 filter noisy data:
Round 33 train loss  -30.4383
Round 33 global test acc  88.9000 

Rounds 34 filter noisy data:
Round 34 train loss  -30.7862
Round 34 global test acc  91.7100 

Rounds 35 filter noisy data:
Round 35 train loss  -30.3509
Round 35 global test acc  91.7700 

Rounds 36 filter noisy data:
Round 36 train loss  -30.3311
Round 36 global test acc  92.2000 

Rounds 37 filter noisy data:
Round 37 train loss  -30.2898
Round 37 global test acc  92.0000 

Rounds 38 filter noisy data:
Round 38 train loss  -30.5715
Round 38 global test acc  92.6400 

Rounds 39 filter noisy data:
Round 39 train loss  -31.1639
Round 39 global test acc  93.1100 

Rounds 40 filter noisy data:
Round 40 train loss  -30.4735
Round 40 global test acc  91.5900 

Rounds 41 filter noisy data:
Round 41 train loss  -29.8122
Round 41 global test acc  90.8800 

Rounds 42 filter noisy data:
Round 42 train loss  -30.9634
Round 42 global test acc  92.9900 

Rounds 43 filter noisy data:
Round 43 train loss  -30.9639
Round 43 global test acc  93.1400 

Rounds 44 filter noisy data:
Round 44 train loss  -31.0911
Round 44 global test acc  93.5800 

Rounds 45 filter noisy data:
Round 45 train loss  -31.3124
Round 45 global test acc  93.3800 

Rounds 46 filter noisy data:
Round 46 train loss  -31.5247
Round 46 global test acc  93.4900 

Rounds 47 filter noisy data:
Round 47 train loss  -30.7085
Round 47 global test acc  93.2900 

Rounds 48 filter noisy data:
Round 48 train loss  -31.6808
Round 48 global test acc  94.0200 

Rounds 49 filter noisy data:
Round 49 train loss  -31.1661
Round 49 global test acc  93.7900 

Rounds 50 filter noisy data:
Round 50 train loss  -30.1788
Round 50 global test acc  92.0400 

Rounds 51 filter noisy data:
Round 51 train loss  -30.5145
Round 51 global test acc  92.2200 

Rounds 52 filter noisy data:
Round 52 train loss  -30.6352
Round 52 global test acc  92.7700 

Rounds 53 filter noisy data:
Round 53 train loss  -31.1131
Round 53 global test acc  93.3800 

Rounds 54 filter noisy data:
Round 54 train loss  -31.2599
Round 54 global test acc  93.9100 

Rounds 55 filter noisy data:
Round 55 train loss  -30.9813
Round 55 global test acc  93.4000 

Rounds 56 filter noisy data:
Round 56 train loss  -31.2146
Round 56 global test acc  93.4000 

Rounds 57 filter noisy data:
Round 57 train loss  -29.7758
Round 57 global test acc  93.0000 

Rounds 58 filter noisy data:
Round 58 train loss  -31.4365
Round 58 global test acc  93.9300 

Rounds 59 filter noisy data:
Round 59 train loss  -30.0831
Round 59 global test acc  92.0300 

Rounds 60 filter noisy data:
Round 60 train loss  -31.4158
Round 60 global test acc  93.5500 

Rounds 61 filter noisy data:
Round 61 train loss  -30.9696
Round 61 global test acc  93.5800 

Rounds 62 filter noisy data:
Round 62 train loss  -31.2901
Round 62 global test acc  93.4700 

Rounds 63 filter noisy data:
Round 63 train loss  -31.3608
Round 63 global test acc  93.9000 

Rounds 64 filter noisy data:
Round 64 train loss  -31.3771
Round 64 global test acc  94.0400 

Rounds 65 filter noisy data:
Round 65 train loss  -30.7908
Round 65 global test acc  94.4800 

Rounds 66 filter noisy data:
Round 66 train loss  -31.3065
Round 66 global test acc  94.2400 

Rounds 67 filter noisy data:
Round 67 train loss  -31.6714
Round 67 global test acc  94.3200 

Rounds 68 filter noisy data:
Round 68 train loss  -31.2036
Round 68 global test acc  93.9900 

Rounds 69 filter noisy data:
Round 69 train loss  -31.8331
Round 69 global test acc  94.4800 

Rounds 70 filter noisy data:
Round 70 train loss  -31.8330
Round 70 global test acc  94.1000 

Rounds 71 filter noisy data:
Round 71 train loss  -31.0527
Round 71 global test acc  93.2100 

Rounds 72 filter noisy data:
Round 72 train loss  -31.7945
Round 72 global test acc  94.3600 

Rounds 73 filter noisy data:
Round 73 train loss  -31.1462
Round 73 global test acc  94.3800 

Rounds 74 filter noisy data:
Round 74 train loss  -30.0050
Round 74 global test acc  93.2600 

Rounds 75 filter noisy data:
Round 75 train loss  -30.6626
Round 75 global test acc  93.0600 

Rounds 76 filter noisy data:
Round 76 train loss  -30.7647
Round 76 global test acc  93.3900 

Rounds 77 filter noisy data:
Round 77 train loss  -31.1235
Round 77 global test acc  94.4900 

Rounds 78 filter noisy data:
Round 78 train loss  -31.5391
Round 78 global test acc  94.4100 

Rounds 79 filter noisy data:
Round 79 train loss  -31.2801
Round 79 global test acc  94.8500 

Rounds 80 filter noisy data:
Round 80 train loss  -31.1379
Round 80 global test acc  94.4200 

Rounds 81 filter noisy data:
Round 81 train loss  -31.7437
Round 81 global test acc  95.0200 

Rounds 82 filter noisy data:
Round 82 train loss  -31.5336
Round 82 global test acc  94.6900 

Rounds 83 filter noisy data:
Round 83 train loss  -32.1615
Round 83 global test acc  94.8200 

Rounds 84 filter noisy data:
Round 84 train loss  -31.8356
Round 84 global test acc  94.8300 

Rounds 85 filter noisy data:
Round 85 train loss  -31.8075
Round 85 global test acc  94.6200 

Rounds 86 filter noisy data:
Round 86 train loss  -31.2757
Round 86 global test acc  94.9300 

Rounds 87 filter noisy data:
Round 87 train loss  -31.1958
Round 87 global test acc  94.9000 

Rounds 88 filter noisy data:
Round 88 train loss  -31.7349
Round 88 global test acc  95.0400 

Rounds 89 filter noisy data:
Round 89 train loss  -31.3578
Round 89 global test acc  95.0800 

Rounds 90 filter noisy data:
Round 90 train loss  -31.4606
Round 90 global test acc  95.2600 

Rounds 91 filter noisy data:
Round 91 train loss  -31.7992
Round 91 global test acc  94.9100 

Rounds 92 filter noisy data:
Round 92 train loss  -31.3700
Round 92 global test acc  94.7200 

Rounds 93 filter noisy data:
Round 93 train loss  -31.5451
Round 93 global test acc  95.0300 

Rounds 94 filter noisy data:
Round 94 train loss  -31.6405
Round 94 global test acc  95.2300 

Rounds 95 filter noisy data:
Round 95 train loss  -31.5055
Round 95 global test acc  95.2200 

Rounds 96 filter noisy data:
Round 96 train loss  -32.2166
Round 96 global test acc  95.2800 

Rounds 97 filter noisy data:
Round 97 train loss  -30.8566
Round 97 global test acc  95.3700 

Rounds 98 filter noisy data:
Round 98 train loss  -31.4221
Round 98 global test acc  94.8300 

Rounds 99 filter noisy data:
Round 99 train loss  -31.9430
Round 99 global test acc  95.2100 

Rounds 100 filter noisy data:
Round 100 train loss  -32.2156
Round 100 global test acc  95.4200 

Rounds 101 filter noisy data:
Round 101 train loss  -32.2424
Round 101 global test acc  95.4500 

Rounds 102 filter noisy data:
Round 102 train loss  -32.2180
Round 102 global test acc  95.4700 

Rounds 103 filter noisy data:
Round 103 train loss  -32.0135
Round 103 global test acc  95.3400 

Rounds 104 filter noisy data:
Round 104 train loss  -32.3828
Round 104 global test acc  95.3800 

Rounds 105 filter noisy data:
Round 105 train loss  -32.1929
Round 105 global test acc  95.5500 

Rounds 106 filter noisy data:
Round 106 train loss  -32.1868
Round 106 global test acc  95.4900 

Rounds 107 filter noisy data:
Round 107 train loss  -32.1453
Round 107 global test acc  95.5200 

Rounds 108 filter noisy data:
Round 108 train loss  -32.2607
Round 108 global test acc  95.5300 

Rounds 109 filter noisy data:
Round 109 train loss  -32.1985
Round 109 global test acc  95.5700 

Rounds 110 filter noisy data:
Round 110 train loss  -32.3428
Round 110 global test acc  95.6000 

Rounds 111 filter noisy data:
Round 111 train loss  -32.1666
Round 111 global test acc  95.6100 

Rounds 112 filter noisy data:
Round 112 train loss  -32.2665
Round 112 global test acc  95.5600 

Rounds 113 filter noisy data:
Round 113 train loss  -32.3522
Round 113 global test acc  95.7100 

Rounds 114 filter noisy data:
Round 114 train loss  -32.1306
Round 114 global test acc  95.6800 

Rounds 115 filter noisy data:
Round 115 train loss  -32.3756
Round 115 global test acc  95.6700 

Rounds 116 filter noisy data:
Round 116 train loss  -32.3715
Round 116 global test acc  95.6200 

Rounds 117 filter noisy data:
Round 117 train loss  -32.5141
Round 117 global test acc  95.5800 

Rounds 118 filter noisy data:
Round 118 train loss  -32.3918
Round 118 global test acc  95.5200 

Rounds 119 filter noisy data:
Round 119 train loss  -32.4426
Round 119 global test acc  95.5800 

Rounds 120 filter noisy data:
Round 120 train loss  -32.1218
Round 120 global test acc  95.6400 

Rounds 121 filter noisy data:
Round 121 train loss  -32.1770
Round 121 global test acc  95.7400 

Rounds 122 filter noisy data:
Round 122 train loss  -32.1685
Round 122 global test acc  95.5800 

Rounds 123 filter noisy data:
Round 123 train loss  -32.2954
Round 123 global test acc  95.6600 

Rounds 124 filter noisy data:
Round 124 train loss  -31.9070
Round 124 global test acc  95.6700 

Rounds 125 filter noisy data:
Round 125 train loss  -32.1796
Round 125 global test acc  95.6000 

Rounds 126 filter noisy data:
Round 126 train loss  -32.1955
Round 126 global test acc  95.6500 

Rounds 127 filter noisy data:
Round 127 train loss  -32.4097
Round 127 global test acc  95.7200 

Rounds 128 filter noisy data:
Round 128 train loss  -32.2562
Round 128 global test acc  95.8500 

Rounds 129 filter noisy data:
Round 129 train loss  -32.3009
Round 129 global test acc  95.8600 

Rounds 130 filter noisy data:
Round 130 train loss  -32.1979
Round 130 global test acc  95.8000 

Rounds 131 filter noisy data:
Round 131 train loss  -32.2963
Round 131 global test acc  95.7300 

Rounds 132 filter noisy data:
Round 132 train loss  -32.1459
Round 132 global test acc  95.6000 

Rounds 133 filter noisy data:
Round 133 train loss  -32.3440
Round 133 global test acc  95.5800 

Rounds 134 filter noisy data:
Round 134 train loss  -32.1435
Round 134 global test acc  95.6500 

Rounds 135 filter noisy data:
Round 135 train loss  -32.4240
Round 135 global test acc  95.7300 

Rounds 136 filter noisy data:
Round 136 train loss  -32.3454
Round 136 global test acc  95.7500 

Rounds 137 filter noisy data:
Round 137 train loss  -32.4870
Round 137 global test acc  95.7000 

Rounds 138 filter noisy data:
Round 138 train loss  -32.0319
Round 138 global test acc  95.8400 

Rounds 139 filter noisy data:
Round 139 train loss  -32.3538
Round 139 global test acc  95.6600 

Rounds 140 filter noisy data:
Round 140 train loss  -32.4064
Round 140 global test acc  95.7400 

Rounds 141 filter noisy data:
Round 141 train loss  -32.3973
Round 141 global test acc  95.7100 

Rounds 142 filter noisy data:
Round 142 train loss  -32.2954
Round 142 global test acc  95.7600 

Rounds 143 filter noisy data:
Round 143 train loss  -32.4271
Round 143 global test acc  95.5800 

Rounds 144 filter noisy data:
Round 144 train loss  -32.4345
Round 144 global test acc  95.7200 

Rounds 145 filter noisy data:
Round 145 train loss  -32.4806
Round 145 global test acc  95.6400 

Rounds 146 filter noisy data:
Round 146 train loss  -32.3496
Round 146 global test acc  95.7300 

Rounds 147 filter noisy data:
Round 147 train loss  -32.5129
Round 147 global test acc  95.8300 

Rounds 148 filter noisy data:
Round 148 train loss  -32.4324
Round 148 global test acc  95.8300 

Rounds 149 filter noisy data:
Round 149 train loss  -32.3736
Round 149 global test acc  95.8200 

Rounds 150 filter noisy data:
Round 150 train loss  -32.2915
Round 150 global test acc  95.9200 

Rounds 151 filter noisy data:
Round 151 train loss  -32.3173
Round 151 global test acc  95.9200 

Rounds 152 filter noisy data:
Round 152 train loss  -32.0595
Round 152 global test acc  95.8500 

Rounds 153 filter noisy data:
Round 153 train loss  -32.3307
Round 153 global test acc  95.9300 

Rounds 154 filter noisy data:
Round 154 train loss  -32.4118
Round 154 global test acc  95.9500 

Rounds 155 filter noisy data:
Round 155 train loss  -32.2880
Round 155 global test acc  96.0000 

Rounds 156 filter noisy data:
Round 156 train loss  -32.2952
Round 156 global test acc  96.0000 

Rounds 157 filter noisy data:
Round 157 train loss  -32.1726
Round 157 global test acc  95.9800 

Rounds 158 filter noisy data:
Round 158 train loss  -32.4542
Round 158 global test acc  96.0000 

Rounds 159 filter noisy data:
Round 159 train loss  -32.4752
Round 159 global test acc  95.9200 

Rounds 160 filter noisy data:
Round 160 train loss  -32.0413
Round 160 global test acc  95.9200 

Rounds 161 filter noisy data:
Round 161 train loss  -32.3570
Round 161 global test acc  95.8500 

Rounds 162 filter noisy data:
Round 162 train loss  -32.2375
Round 162 global test acc  95.9800 

Rounds 163 filter noisy data:
Round 163 train loss  -32.5060
Round 163 global test acc  95.9600 

Rounds 164 filter noisy data:
Round 164 train loss  -32.2571
Round 164 global test acc  96.0000 

Rounds 165 filter noisy data:
Round 165 train loss  -32.1543
Round 165 global test acc  95.9500 

Rounds 166 filter noisy data:
Round 166 train loss  -32.1033
Round 166 global test acc  95.8500 

Rounds 167 filter noisy data:
Round 167 train loss  -32.2739
Round 167 global test acc  95.8800 

Rounds 168 filter noisy data:
Round 168 train loss  -32.5228
Round 168 global test acc  95.8000 

Rounds 169 filter noisy data:
Round 169 train loss  -32.3929
Round 169 global test acc  95.7600 

Rounds 170 filter noisy data:
Round 170 train loss  -32.3127
Round 170 global test acc  95.8600 

Rounds 171 filter noisy data:
Round 171 train loss  -32.4434
Round 171 global test acc  95.8500 

Rounds 172 filter noisy data:
Round 172 train loss  -32.3951
Round 172 global test acc  96.1000 

Rounds 173 filter noisy data:
Round 173 train loss  -32.5005
Round 173 global test acc  96.1700 

Rounds 174 filter noisy data:
Round 174 train loss  -32.4952
Round 174 global test acc  96.0900 

Rounds 175 filter noisy data:
Round 175 train loss  -32.4098
Round 175 global test acc  96.2000 

Rounds 176 filter noisy data:
Round 176 train loss  -32.2791
Round 176 global test acc  96.2700 

Rounds 177 filter noisy data:
Round 177 train loss  -32.1150
Round 177 global test acc  96.2900 

Rounds 178 filter noisy data:
Round 178 train loss  -32.3445
Round 178 global test acc  96.3200 

Rounds 179 filter noisy data:
Round 179 train loss  -32.4730
Round 179 global test acc  96.3000 

Rounds 180 filter noisy data:
Round 180 train loss  -32.3551
Round 180 global test acc  96.2700 

Rounds 181 filter noisy data:
Round 181 train loss  -32.4491
Round 181 global test acc  96.1800 

Rounds 182 filter noisy data:
Round 182 train loss  -31.9896
